activity_code,main_asset_category,main_asset_subcategory,main_asset_unit_type,main_asset_unit_count,asset_type,asset_category,asset_subcategory,asset_coverage_code,asset_name,asset_unit_type,asset_unit_count,asset_unit_cost,asset_parameter_type,asset_details_raw,asset_loc_code,asset_loc_unit_code,asset_loc_unit_type,asset_loc_unit_count,asset_loc_unit_cost_total,asset_loc_overflow_json
66621630,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
61990074,,,,,2.0,15.0,458.0,A,,4.0,400.0,200000.0,358.0,,399151.0,,,1.0,,
61990193,,,,,2.0,15.0,458.0,A,,4.0,400.0,250000.0,358.0,,399151.0,,,1.0,,
61990210,,,,,2.0,15.0,458.0,A,,4.0,500.0,200000.0,358.0,,399151.0,,,1.0,,
61990217,,,,,2.0,15.0,458.0,A,,4.0,300.0,178650.0,358.0,,399151.0,,,1.0,,
64839205,,,,,,,,,,,,,,,,,,,,
64839232,,,,,,,,,,,,,,,,,,,,
64839300,,,,,2.0,465.0,1368.0,A,,2.0,2.0,100000.0,815.0,,399152.0,,,1.0,,"[{""astLocCd"": 399151, ""astPlnUntCd"": null, ""astPlnUntTyp"": null, ""astNoOfUnt"": 1, ""astUnitCostTot"": null}]"
64839356,,,,,2.0,451.0,1281.0,A,,2.0,5.0,45000.0,728.0,,399152.0,,,3.0,,"[{""astLocCd"": 399151, ""astPlnUntCd"": null, ""astPlnUntTyp"": null, ""astNoOfUnt"": 2, ""astUnitCostTot"": null}]"
64839473,,,,,1.0,455.0,1287.0,A,,2.0,2.0,40000.0,734.0,,399152.0,,,1.0,,"[{""astLocCd"": 399151, ""astPlnUntCd"": null, ""astPlnUntTyp"": null, ""astNoOfUnt"": 1, ""astUnitCostTot"": null}]"
64839536,,,,,,,,,,,,,,,,,,,,
64839622,,,,,,,,,,,,,,,,,,,,
64839689,,,,,2.0,63.0,62.0,A,,4.0,150.0,503095.0,65.0,,399152.0,,,1.0,,
66411014,,,,,2.0,60.0,1208.0,A,,2.0,2.0,241302.0,654.0,,399152.0,,,1.0,,"[{""astLocCd"": 399151, ""astPlnUntCd"": null, ""astPlnUntTyp"": null, ""astNoOfUnt"": 1, ""astUnitCostTot"": null}]"
61990202,,,,,2.0,103.0,56.0,A,,2.0,1.0,350000.0,51.0,,399151.0,,,1.0,,
75716135,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75716990,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75718087,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75718678,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75719350,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75758628,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75758838,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75759047,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75759233,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75759411,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
75759584,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75759853,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75760150,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75760351,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75760476,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75760646,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761042,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761171,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761314,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761461,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761617,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75761755,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75762073,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75762361,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75771226,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75771317,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75771451,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75771545,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75771635,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75775620,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75775740,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75775848,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75775950,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776064,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776173,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776278,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776372,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776485,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776604,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75776874,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777173,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777309,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777400,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777531,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777656,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777769,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75777886,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75778012,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75778161,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
75778296,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
75778450,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
76394797,,,,,2.0,454.0,1300.0,A,,2.0,1.0,190000.0,747.0,,907103.0,,,1.0,,
76440297,,,,,,,,,,,,,,,,,,,,
76440805,,,,,,,,,,,,,,,,,,,,
76442450,,,,,,,,,,,,,,,,,,,,
76662871,,,,,,,,,,,,,,,,,,,,
76663943,,,,,,,,,,,,,,,,,,,,
76664668,,,,,,,,,,,,,,,,,,,,
76665566,,,,,,,,,,,,,,,,,,,,
76666323,,,,,,,,,,,,,,,,,,,,
76666762,,,,,,,,,,,,,,,,,,,,
76667454,,,,,,,,,,,,,,,,,,,,
76668697,,,,,,,,,,,,,,,,,,,,
76669184,,,,,,,,,,,,,,,,,,,,
76669635,,,,,,,,,,,,,,,,,,,,
76670088,,,,,,,,,,,,,,,,,,,,
76670354,,,,,,,,,,,,,,,,,,,,
76670540,,,,,,,,,,,,,,,,,,,,
76670717,,,,,,,,,,,,,,,,,,,,
76670945,,,,,,,,,,,,,,,,,,,,
76671348,,,,,,,,,,,,,,,,,,,,
76671617,,,,,,,,,,,,,,,,,,,,
76671786,,,,,,,,,,,,,,,,,,,,
76672479,,,,,,,,,,,,,,,,,,,,
76673000,,,,,,,,,,,,,,,,,,,,
76673430,,,,,,,,,,,,,,,,,,,,
76914253,,,,,,,,,,,,,,,,,,,,
76916607,,,,,,,,,,,,,,,,,,,,
76919983,,,,,,,,,,,,,,,,,,,,
80204023,,,,,,,,,,,,,,,,,,,,
80204865,,,,,,,,,,,,,,,,,,,,
80282535,,,,,,,,,,,,,,,,,,,,
80283249,,,,,,,,,,,,,,,,,,,,
80285181,,,,,,,,,,,,,,,,,,,,
80286374,,,,,,,,,,,,,,,,,,,,
80287040,,,,,,,,,,,,,,,,,,,,
80287642,,,,,,,,,,,,,,,,,,,,
80289324,,,,,,,,,,,,,,,,,,,,
80497394,,,,,,,,,,,,,,,,,,,,
80499284,,,,,,,,,,,,,,,,,,,,
80500464,,,,,,,,,,,,,,,,,,,,
80500940,,,,,,,,,,,,,,,,,,,,
80501417,,,,,,,,,,,,,,,,,,,,
80502339,,,,,,,,,,,,,,,,,,,,
80502928,,,,,,,,,,,,,,,,,,,,
80539543,,,,,,,,,,,,,,,,,,,,
80540359,,,,,,,,,,,,,,,,,,,,
80540956,,,,,,,,,,,,,,,,,,,,
80541245,,,,,,,,,,,,,,,,,,,,
80541578,,,,,,,,,,,,,,,,,,,,
80543174,,,,,,,,,,,,,,,,,,,,
80543844,,,,,,,,,,,,,,,,,,,,
80544128,,,,,,,,,,,,,,,,,,,,
80544519,,,,,,,,,,,,,,,,,,,,
80544866,,,,,,,,,,,,,,,,,,,,
80545194,,,,,,,,,,,,,,,,,,,,
80667687,,,,,,,,,,,,,,,,,,,,
80669014,,,,,,,,,,,,,,,,,,,,
81213667,,,,,2.0,462.0,1346.0,A,,2.0,1.0,100000.0,793.0,,907103.0,,,1.0,,
81803431,,,,,,,,,,,,,,,,,,,,
81803499,,,,,,,,,,,,,,,,,,,,
81803574,,,,,,,,,,,,,,,,,,,,
81803822,,,,,,,,,,,,,,,,,,,,
81803885,,,,,,,,,,,,,,,,,,,,
81804037,,,,,,,,,,,,,,,,,,,,
81804105,,,,,,,,,,,,,,,,,,,,
81804193,,,,,,,,,,,,,,,,,,,,
81804347,,,,,,,,,,,,,,,,,,,,
81804468,,,,,,,,,,,,,,,,,,,,
81804533,,,,,,,,,,,,,,,,,,,,
81804594,,,,,,,,,,,,,,,,,,,,
81804663,,,,,,,,,,,,,,,,,,,,
81804719,,,,,,,,,,,,,,,,,,,,
81804815,,,,,,,,,,,,,,,,,,,,
81804893,,,,,,,,,,,,,,,,,,,,
81805203,,,,,,,,,,,,,,,,,,,,
81805294,,,,,,,,,,,,,,,,,,,,
81805412,,,,,,,,,,,,,,,,,,,,
81805479,,,,,,,,,,,,,,,,,,,,
81805556,,,,,,,,,,,,,,,,,,,,
81805637,,,,,,,,,,,,,,,,,,,,
81805712,,,,,,,,,,,,,,,,,,,,
81805794,,,,,,,,,,,,,,,,,,,,
81805858,,,,,,,,,,,,,,,,,,,,
81805957,,,,,,,,,,,,,,,,,,,,
81806049,,,,,,,,,,,,,,,,,,,,
81806928,,,,,,,,,,,,,,,,,,,,
81807390,,,,,,,,,,,,,,,,,,,,
81807550,,,,,,,,,,,,,,,,,,,,
81807725,,,,,,,,,,,,,,,,,,,,
81807809,,,,,,,,,,,,,,,,,,,,
81807873,,,,,,,,,,,,,,,,,,,,
81807943,,,,,,,,,,,,,,,,,,,,
81808109,,,,,,,,,,,,,,,,,,,,
81808371,,,,,,,,,,,,,,,,,,,,
81808508,,,,,,,,,,,,,,,,,,,,
81808606,,,,,,,,,,,,,,,,,,,,
81808732,,,,,,,,,,,,,,,,,,,,
81808865,,,,,,,,,,,,,,,,,,,,
82376634,,,,,2.0,454.0,1301.0,A,,2.0,1.0,106668.0,748.0,,907103.0,,,1.0,,
82377558,,,,,2.0,407.0,1153.0,A,,5.0,1.0,435372.0,457.0,,907103.0,,,1.0,,
82378986,,,,,,,,,,,,,,,,,,,,
82379527,77.0,1076.0,2.0,1.0,,,,,,,,,,,,,,,,
82464707,,,,,,,,,,,,,,,,,,,,
82474041,,,,,,,,,,,,,,,,,,,,
82481662,,,,,,,,,,,,,,,,,,,,
82482625,,,,,,,,,,,,,,,,,,,,
82483763,,,,,,,,,,,,,,,,,,,,
82495267,,,,,,,,,,,,,,,,,,,,
82497829,,,,,,,,,,,,,,,,,,,,
82528637,,,,,2.0,77.0,1380.0,A,,2.0,1.0,50000.0,826.0,,907103.0,,,1.0,,
82529547,,,,,,,,,,,,,,,,,,,,
82530259,,,,,,,,,,,,,,,,,,,,
82531153,,,,,,,,,,,,,,,,,,,,
82533607,,,,,2.0,462.0,1375.0,A,,2.0,1.0,50000.0,791.0,,907103.0,,,1.0,,
82534448,,,,,,,,,,,,,,,,,,,,
82545119,,,,,,,,,,,,,,,,,,,,
82545958,,,,,,,,,,,,,,,,,,,,
82546646,,,,,,,,,,,,,,,,,,,,
82547174,,,,,,,,,,,,,,,,,,,,
82548452,,,,,,,,,,,,,,,,,,,,
82549027,,,,,,,,,,,,,,,,,,,,
82550024,,,,,,,,,,,,,,,,,,,,
82550809,,,,,,,,,,,,,,,,,,,,
82551840,,,,,,,,,,,,,,,,,,,,
82554652,,,,,,,,,,,,,,,,,,,,
82555603,,,,,2.0,103.0,56.0,A,,2.0,1.0,50000.0,51.0,,907103.0,,,1.0,,
82556608,,,,,,,,,,,,,,,,,,,,
82557141,,,,,,,,,,,,,,,,,,,,
82557568,,,,,,,,,,,,,,,,,,,,
82558085,,,,,,,,,,,,,,,,,,,,
82558758,104.0,53.0,2.0,1.0,,,,,,,,,,,,,,,,
82559336,,,,,,,,,,,,,,,,,,,,
82564045,,,,,,,,,,,,,,,,,,,,
82564391,,,,,,,,,,,,,,,,,,,,
82564668,,,,,,,,,,,,,,,,,,,,
82565292,,,,,,,,,,,,,,,,,,,,
82565599,,,,,,,,,,,,,,,,,,,,
82565935,,,,,,,,,,,,,,,,,,,,
82566308,,,,,,,,,,,,,,,,,,,,
82566716,,,,,,,,,,,,,,,,,,,,
82567173,,,,,,,,,,,,,,,,,,,,
82567624,,,,,,,,,,,,,,,,,,,,
82568007,,,,,,,,,,,,,,,,,,,,
82568452,,,,,,,,,,,,,,,,,,,,
82569136,,,,,,,,,,,,,,,,,,,,
82569635,,,,,,,,,,,,,,,,,,,,
82582452,,,,,2.0,454.0,1300.0,A,,2.0,1.0,10000.0,747.0,,907103.0,,,1.0,,
82589580,,,,,,,,,,,,,,,,,,,,
82589802,,,,,,,,,,,,,,,,,,,,
82590280,,,,,,,,,,,,,,,,,,,,
82591249,,,,,,,,,,,,,,,,,,,,
82591577,,,,,,,,,,,,,,,,,,,,
82591963,,,,,,,,,,,,,,,,,,,,
82592147,,,,,,,,,,,,,,,,,,,,
82592492,,,,,2.0,60.0,1208.0,A,,2.0,1.0,100000.0,654.0,,907103.0,,,1.0,,
82592906,,,,,2.0,97.0,1239.0,A,,2.0,1.0,100000.0,685.0,,907103.0,,,1.0,,
82593160,,,,,2.0,77.0,1222.0,A,,2.0,1.0,100000.0,668.0,,907103.0,,,1.0,,
82593429,,,,,2.0,77.0,46.0,A,,2.0,1.0,100000.0,42.0,,907103.0,,,1.0,,
82593831,,,,,1.0,41.0,1163.0,A,,2.0,1.0,100000.0,467.0,,907103.0,,,1.0,,
82594057,,,,,2.0,77.0,66.0,A,,2.0,1.0,100000.0,60.0,,907103.0,,,1.0,,
82594336,77.0,1202.0,2.0,1.0,,,,,,,,,,,,,,,,
82594615,,,,,2.0,77.0,1202.0,A,,2.0,1.0,100000.0,505.0,,907103.0,,,1.0,,
82594847,,,,,2.0,77.0,1380.0,A,,2.0,1.0,100000.0,826.0,,907103.0,,,1.0,,
82595111,,,,,2.0,77.0,66.0,A,,2.0,1.0,100000.0,60.0,,907103.0,,,1.0,,
82595315,,,,,2.0,77.0,46.0,A,,2.0,1.0,100000.0,42.0,,907103.0,,,1.0,,
82598628,,,,,2.0,77.0,1217.0,A,,2.0,1.0,100000.0,663.0,,907103.0,,,1.0,,
82598863,,,,,2.0,60.0,1211.0,A,,2.0,1.0,100000.0,657.0,,907103.0,,,1.0,,
82599652,,,,,2.0,97.0,1239.0,A,,2.0,1.0,100000.0,685.0,,907103.0,,,1.0,,
82599931,,,,,2.0,97.0,1238.0,A,,2.0,1.0,100000.0,684.0,,907103.0,,,1.0,,
80664600,,,,,2.0,60.0,1275.0,A,,2.0,1.0,15000.0,722.0,,907103.0,,,1.0,,
80670629,,,,,2.0,15.0,1205.0,A,,4.0,1.0,100000.0,508.0,,399151.0,,,1.0,,
80671496,,,,,2.0,15.0,1205.0,A,,4.0,1.0,180000.0,508.0,,399152.0,,,1.0,,
80672367,,,,,2.0,77.0,1202.0,A,,2.0,1.0,150000.0,505.0,,907103.0,,,1.0,,
80674757,,,,,2.0,15.0,1205.0,A,,4.0,1.0,138000.0,508.0,,399151.0,,,1.0,,
80675425,,,,,2.0,15.0,1205.0,A,,4.0,1.0,50000.0,508.0,,399152.0,,,1.0,,
80676557,,,,,2.0,77.0,1202.0,A,,2.0,1.0,100000.0,505.0,,907103.0,,,1.0,,
80677902,,,,,2.0,15.0,1205.0,A,,4.0,1.0,150000.0,508.0,,907103.0,,,1.0,,
80678796,,,,,2.0,15.0,1205.0,A,,4.0,1.0,100000.0,508.0,,399152.0,,,1.0,,
80680963,,,,,,,,,,,,,,,,,,,,
80681330,,,,,,,,,,,,,,,,,,,,
81202092,,,,,2.0,462.0,1345.0,A,,2.0,1.0,50000.0,792.0,,907103.0,,,1.0,,
81212950,,,,,2.0,77.0,1202.0,A,,2.0,1.0,50000.0,505.0,,907103.0,,,1.0,,
82375147,,,,,2.0,462.0,1375.0,A,,2.0,1.0,163279.0,791.0,,907103.0,,,1.0,,
82578918,,,,,2.0,454.0,1301.0,A,,2.0,1.0,103611.0,748.0,,907103.0,,,1.0,,
82583607,,,,,2.0,462.0,1345.0,A,,2.0,1.0,72000.0,792.0,,907103.0,,,1.0,,
82585671,,,,,1.0,463.0,1350.0,A,,2.0,1.0,300000.0,797.0,,907103.0,,,1.0,,
104437781,,,,,2.0,15.0,458.0,A,,4.0,1.0,170000.0,358.0,,907103.0,,,1.0,,
104439856,,,,,2.0,15.0,458.0,A,,4.0,1.0,130000.0,358.0,,907103.0,,,1.0,,
104607784,,,,,2.0,77.0,1199.0,A,,2.0,1.0,100000.0,651.0,,399152.0,,,1.0,,
104610426,,,,,2.0,410.0,1136.0,A,,2.0,1.0,100000.0,440.0,,399152.0,,,1.0,,
104613538,,,,,,,,,,,,,,,,,,,,
104613543,,,,,,,,,,,,,,,,,,,,
104613548,,,,,,,,,,,,,,,,,,,,
104615967,,,,,,,,,,,,,,,,,,,,
104616560,,,,,,,,,,,,,,,,,,,,
104666730,,,,,,,,,,,,,,,,,,,,
104667396,,,,,,,,,,,,,,,,,,,,
104668293,,,,,,,,,,,,,,,,,,,,
104668684,,,,,,,,,,,,,,,,,,,,
104669403,,,,,,,,,,,,,,,,,,,,
104672957,,,,,,,,,,,,,,,,,,,,
104673863,,,,,,,,,,,,,,,,,,,,
104674668,,,,,,,,,,,,,,,,,,,,
104675182,,,,,,,,,,,,,,,,,,,,
104676416,,,,,,,,,,,,,,,,,,,,
104677254,,,,,,,,,,,,,,,,,,,,
104677628,,,,,,,,,,,,,,,,,,,,
104679834,,,,,,,,,,,,,,,,,,,,
104680552,,,,,,,,,,,,,,,,,,,,
104681266,,,,,,,,,,,,,,,,,,,,
104696959,,,,,,,,,,,,,,,,,,,,
104697193,,,,,,,,,,,,,,,,,,,,
104697760,,,,,,,,,,,,,,,,,,,,
104698034,,,,,,,,,,,,,,,,,,,,
104698343,,,,,,,,,,,,,,,,,,,,
104698724,,,,,,,,,,,,,,,,,,,,
104704132,,,,,,,,,,,,,,,,,,,,
104704347,,,,,,,,,,,,,,,,,,,,
104704789,,,,,,,,,,,,,,,,,,,,
104704972,,,,,,,,,,,,,,,,,,,,
104705206,,,,,,,,,,,,,,,,,,,,
104705397,,,,,,,,,,,,,,,,,,,,
104705536,,,,,,,,,,,,,,,,,,,,
104705748,,,,,,,,,,,,,,,,,,,,
104705860,,,,,,,,,,,,,,,,,,,,
104706024,,,,,,,,,,,,,,,,,,,,
104706477,,,,,,,,,,,,,,,,,,,,
104706762,,,,,,,,,,,,,,,,,,,,
104706939,,,,,,,,,,,,,,,,,,,,
104707769,,,,,,,,,,,,,,,,,,,,
104708137,97.0,1260.0,2.0,1.0,,,,,,,,,,,,,,,,
104718886,,,,,,,,,,,,,,,,,,,,
104719305,,,,,,,,,,,,,,,,,,,,
104720489,,,,,,,,,,,,,,,,,,,,
104721236,,,,,,,,,,,,,,,,,,,,
104724671,77.0,1199.0,2.0,1.0,,,,,,,,,,,,,,,,
104725271,,,,,,,,,,,,,,,,,,,,
104726069,,,,,,,,,,,,,,,,,,,,
104726702,,,,,,,,,,,,,,,,,,,,
104728021,,,,,2.0,4.0,64.0,A,,2.0,1.0,100000.0,58.0,,399151.0,,,1.0,,
105062192,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105062810,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105063710,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105064408,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105065441,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105068846,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105069328,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105218334,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105218863,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105219371,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105226751,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105227042,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105227324,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105227855,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105228124,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105248373,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105248909,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
105257303,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
105257889,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
105258189,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399152.0,,,1.0,,
105259833,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105260207,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105260550,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105260865,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105261160,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105263426,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105263684,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105263837,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105264091,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105271186,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105271278,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105271369,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105271634,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105271785,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105271946,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105272040,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105272172,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,399151.0,,,1.0,,
105272404,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105272560,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105280443,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105280745,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105281294,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105281814,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105282014,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105282230,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105282381,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105282566,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105282822,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105283077,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,907103.0,,,1.0,,
105310756,,,,,2.0,451.0,1377.0,A,,2.0,1.0,30000.0,823.0,,907103.0,,,1.0,,
105320626,,,,,2.0,15.0,458.0,A,,4.0,1.0,110000.0,358.0,,399152.0,,,1.0,,
105322239,97.0,1161.0,2.0,1.0,,,,,,,,,,,,,,,,
105322555,,,,,,,,,,,,,,,,,,,,
