activity_code,main_asset_category,main_asset_subcategory,main_asset_unit_type,main_asset_unit_count,asset_type,asset_category,asset_subcategory,asset_coverage_code,asset_name,asset_unit_type,asset_unit_count,asset_unit_cost,asset_parameter_type,asset_details_raw,asset_loc_code,asset_loc_unit_code,asset_loc_unit_type,asset_loc_unit_count,asset_loc_unit_cost_total,asset_loc_overflow_json
56676084,,,,,2.0,77.0,1202.0,A,,2.0,1.0,50000.0,505.0,,407752.0,,,1.0,,
56676488,,,,,2.0,15.0,458.0,A,,4.0,1.0,50000.0,358.0,,407750.0,,,1.0,,
65097933,,458.0,4.0,50.0,,,,,,,,,,,,,,,,
65098073,451.0,1288.0,2.0,1.0,,,,,,,,,,,,,,,,
65100424,106.0,1252.0,2.0,1.0,,,,,,,,,,,,,,,,
65142852,,1225.0,2.0,1.0,,,,,,,,,,,,,,,,
65142882,,46.0,2.0,1.0,,,,,,,,,,,,,,,,
65142924,451.0,1282.0,2.0,1.0,,,,,,,,,,,,,,,,
65142958,,10.0,2.0,1.0,,,,,,,,,,,,,,,,
48208325,,,,,,,,,,,,,,,,,,,,
48208369,,,,,,,,,,,,,,,,,,,,
48208444,,,,,,,,,,,,,,,,,,,,
48208494,77.0,1202.0,2.0,1.0,2.0,77.0,1202.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
56599453,,,,,2.0,10.0,11.0,A,,2.0,1.0,200000.0,10.0,,407750.0,,,1.0,,
56600246,,,,,2.0,10.0,8.0,A,,2.0,1.0,20000.0,8.0,,407750.0,,,1.0,,
56613832,,,,,2.0,10.0,1156.0,A,,4.0,1.0,121149.0,551.0,,407750.0,,,1.0,,
56657016,,,,,2.0,63.0,62.0,A,,4.0,1.0,100000.0,65.0,,407750.0,,,1.0,,
56657451,,,,,2.0,63.0,62.0,A,,4.0,1.0,141149.0,65.0,,407734.0,,,1.0,,
56673560,,,,,2.0,77.0,59.0,A,,2.0,1.0,50000.0,54.0,,407735.0,,,1.0,,
56673997,,,,,2.0,15.0,458.0,A,,4.0,1.0,50000.0,358.0,,407732.0,,,1.0,,
65096304,15.0,458.0,4.0,1.0,2.0,15.0,458.0,A,,4.0,1.0,,,,407736.0,,,1.0,,
65096368,106.0,1251.0,2.0,1.0,2.0,106.0,1251.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
65097842,15.0,458.0,4.0,50.0,2.0,15.0,458.0,A,,4.0,50.0,1000.0,,,407752.0,,,1.0,,
65098022,454.0,1300.0,2.0,1.0,2.0,454.0,1300.0,A,,2.0,1.0,100000.0,,,407735.0,,,1.0,,
56671883,,,,,1.0,455.0,1287.0,A,,2.0,1.0,200000.0,734.0,,407750.0,,,1.0,,
56672974,,,,,2.0,15.0,458.0,A,,4.0,1.0,88198.0,358.0,,407751.0,,,1.0,,
56674414,,,,,2.0,63.0,62.0,A,,4.0,1.0,150000.0,65.0,,407734.0,,,1.0,,
60926262,,1256.0,2.0,1.0,,,,,,,,,,,,,,,,
65409125,,8.0,2.0,1.0,,,,,,,,,,,,,,,,
65409718,451.0,1287.0,2.0,3.0,,,,,,,,,,,,,,,,
65409771,451.0,1287.0,2.0,1.0,,,,,,,,,,,,,,,,
65410051,451.0,1287.0,2.0,1.0,,,,,,,,,,,,,,,,
88448702,,,,,2.0,451.0,1281.0,A,,2.0,1.0,5000.0,728.0,,407734.0,,,1.0,,
60926466,15.0,1068.0,4.0,100.0,2.0,15.0,1068.0,A,,4.0,100.0,2000.0,,,407750.0,,,1.0,,
60926606,10.0,11.0,2.0,1.0,2.0,10.0,11.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
65408949,10.0,11.0,2.0,1.0,2.0,10.0,11.0,A,,2.0,1.0,,,,407751.0,,,1.0,,
65409284,15.0,458.0,4.0,1.0,2.0,15.0,458.0,A,,4.0,1.0,,,,407751.0,,,1.0,,
65409338,77.0,59.0,2.0,1.0,2.0,77.0,59.0,A,,2.0,1.0,,,,407752.0,,,1.0,,
65409377,77.0,59.0,2.0,1.0,2.0,77.0,59.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
65409476,77.0,59.0,2.0,1.0,2.0,77.0,59.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
65409623,106.0,1252.0,2.0,1.0,2.0,106.0,1252.0,A,,2.0,1.0,,,,407750.0,,,1.0,,
65409810,451.0,1287.0,2.0,1.0,1.0,455.0,1287.0,A,,2.0,1.0,60000.0,,,407732.0,,,1.0,,
65409918,454.0,1300.0,2.0,1.0,2.0,454.0,1300.0,A,,2.0,1.0,90000.0,,,407750.0,,,1.0,,
65409970,457.0,1317.0,2.0,40.0,2.0,457.0,1317.0,A,,2.0,40.0,1500.0,,,407750.0,,,40.0,,
65410011,451.0,1281.0,2.0,3.0,2.0,451.0,1281.0,A,,2.0,3.0,7500.0,,,407750.0,,,3.0,,
65410154,451.0,1281.0,2.0,1.0,2.0,451.0,1281.0,A,,2.0,1.0,7000.0,,,407750.0,,,1.0,,
65410201,451.0,1282.0,2.0,2.0,2.0,451.0,1282.0,A,,2.0,2.0,25000.0,,,407750.0,,,2.0,,
65410237,457.0,1317.0,2.0,2.0,2.0,457.0,1317.0,A,,2.0,2.0,10000.0,,,407750.0,,,2.0,,
65410452,29.0,1279.0,2.0,1.0,2.0,454.0,1300.0,A,,2.0,1.0,21500.0,,,407750.0,,,1.0,,
65410493,454.0,1300.0,2.0,1.0,2.0,454.0,1300.0,A,,2.0,1.0,6594.0,,,407750.0,,,1.0,,
88448498,,,,,2.0,451.0,1376.0,A,,2.0,1.0,60000.0,822.0,,407750.0,,,1.0,,
65410283,451.0,1287.0,2.0,1.0,,,,,,,,,,,,,,,,
76411600,451.0,1376.0,2.0,1.0,,,,,,,,,,,,,,,,
76412173,,,,,,,,,,,,,,,,,,,,
76413241,,,,,,,,,,,,,,,,,,,,
76414758,451.0,1376.0,2.0,1.0,,,,,,,,,,,,,,,,
76416515,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76416762,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76420712,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76420933,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76421132,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76421364,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76421551,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76421720,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76421883,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76423168,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76424269,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
77186487,,,,,2.0,456.0,1341.0,A,,2.0,1.0,113488.0,787.0,,407734.0,,,1.0,,
77187431,,,,,2.0,456.0,1341.0,A,,2.0,1.0,100000.0,787.0,,407734.0,,,1.0,,
78948165,,,,,,,,,,,,,,,,,,,,
78948945,,,,,,,,,,,,,,,,,,,,
78950425,,,,,,,,,,,,,,,,,,,,
79234111,,,,,,,,,,,,,,,,,,,,
79235546,,,,,,,,,,,,,,,,,,,,
79238061,,,,,,,,,,,,,,,,,,,,
79241194,,,,,,,,,,,,,,,,,,,,
79243494,,,,,,,,,,,,,,,,,,,,
79245169,,,,,,,,,,,,,,,,,,,,
79247557,,,,,,,,,,,,,,,,,,,,
79247558,,,,,,,,,,,,,,,,,,,,
79251473,,,,,,,,,,,,,,,,,,,,
79253252,,,,,,,,,,,,,,,,,,,,
79606071,,,,,,,,,,,,,,,,,,,,
79607346,,,,,,,,,,,,,,,,,,,,
79610055,,,,,,,,,,,,,,,,,,,,
79610856,,,,,,,,,,,,,,,,,,,,
79611641,,,,,,,,,,,,,,,,,,,,
79612286,,,,,,,,,,,,,,,,,,,,
79612818,,,,,,,,,,,,,,,,,,,,
79613958,,,,,,,,,,,,,,,,,,,,
79614773,,,,,,,,,,,,,,,,,,,,
79615931,,,,,,,,,,,,,,,,,,,,
79616798,,,,,,,,,,,,,,,,,,,,
79617722,,,,,,,,,,,,,,,,,,,,
79618285,,,,,,,,,,,,,,,,,,,,
79618914,,,,,,,,,,,,,,,,,,,,
79619611,,,,,,,,,,,,,,,,,,,,
79620360,,,,,,,,,,,,,,,,,,,,
79621070,,,,,,,,,,,,,,,,,,,,
79622103,,,,,,,,,,,,,,,,,,,,
79622516,,,,,,,,,,,,,,,,,,,,
79623729,,,,,,,,,,,,,,,,,,,,
79625160,,,,,,,,,,,,,,,,,,,,
79626661,,,,,,,,,,,,,,,,,,,,
79826707,,,,,,,,,,,,,,,,,,,,
79827281,,,,,,,,,,,,,,,,,,,,
79827789,,,,,,,,,,,,,,,,,,,,
79828253,,,,,,,,,,,,,,,,,,,,
79828620,,,,,,,,,,,,,,,,,,,,
79829169,,,,,,,,,,,,,,,,,,,,
79829704,,,,,,,,,,,,,,,,,,,,
79830196,,,,,,,,,,,,,,,,,,,,
79830702,,,,,,,,,,,,,,,,,,,,
79831526,,,,,,,,,,,,,,,,,,,,
79832282,,,,,,,,,,,,,,,,,,,,
80178526,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
80178893,,,,,2.0,462.0,1375.0,A,,2.0,1.0,5000.0,791.0,,407750.0,,,1.0,,
80179446,,,,,2.0,77.0,1380.0,A,,2.0,1.0,2000.0,826.0,,407752.0,,,1.0,,
80179874,,,,,2.0,77.0,59.0,A,,2.0,1.0,5000.0,54.0,,407750.0,,,1.0,,
80180327,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407750.0,,,1.0,,
80180894,,,,,2.0,97.0,1161.0,A,,2.0,1.0,5000.0,600.0,,407750.0,,,1.0,,
80181302,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80181632,,,,,2.0,77.0,59.0,A,,2.0,1.0,5000.0,54.0,,407750.0,,,1.0,,
80182155,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407750.0,,,1.0,,
80182514,,,,,2.0,77.0,1380.0,A,,2.0,1.0,2000.0,826.0,,407752.0,,,1.0,,
80182876,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80183185,,,,,2.0,77.0,59.0,A,,2.0,1.0,2000.0,54.0,,407750.0,,,1.0,,
80183637,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80184007,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407752.0,,,1.0,,
80184469,,,,,2.0,60.0,1208.0,A,,2.0,1.0,1000.0,654.0,,407751.0,,,1.0,,
80185409,,,,,2.0,77.0,59.0,A,,2.0,1.0,2000.0,54.0,,407735.0,,,1.0,,
80185753,,,,,,,,,,,,,,,,,,,,
80186055,,,,,2.0,462.0,1375.0,A,,2.0,1.0,2000.0,791.0,,407750.0,,,1.0,,
80186405,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80186672,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80187019,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
80187618,,,,,2.0,103.0,56.0,A,,2.0,1.0,1000.0,51.0,,407751.0,,,1.0,,
82774077,,,,,,,,,,,,,,,,,,,,
82774620,,,,,,,,,,,,,,,,,,,,
82774948,,,,,,,,,,,,,,,,,,,,
82775179,,,,,,,,,,,,,,,,,,,,
82775510,,,,,,,,,,,,,,,,,,,,
82775815,,,,,,,,,,,,,,,,,,,,
82776608,,,,,,,,,,,,,,,,,,,,
82776815,,,,,,,,,,,,,,,,,,,,
82777095,,,,,,,,,,,,,,,,,,,,
82777300,,,,,,,,,,,,,,,,,,,,
82777648,,,,,,,,,,,,,,,,,,,,
82777882,,,,,,,,,,,,,,,,,,,,
82778132,,,,,,,,,,,,,,,,,,,,
82778409,,,,,,,,,,,,,,,,,,,,
82873167,,,,,,,,,,,,,,,,,,,,
82891520,,,,,,,,,,,,,,,,,,,,
82905047,,,,,2.0,77.0,1380.0,A,,2.0,1.0,300000.0,826.0,,407752.0,,,1.0,,
82905636,77.0,59.0,2.0,1.0,,,,,,,,,,,,,,,,
82927112,,,,,,,,,,,,,,,,,,,,
82927761,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407735.0,,,1.0,,
82929418,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407752.0,,,1.0,,
82930021,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407750.0,,,1.0,,
82930289,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407750.0,,,1.0,,
82930725,,,,,2.0,77.0,1217.0,A,,2.0,1.0,1000.0,663.0,,407750.0,,,1.0,,
82931632,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82932583,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82933255,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
82933868,,,,,2.0,77.0,1199.0,A,,2.0,1.0,1000.0,651.0,,407733.0,,,1.0,,
82934249,97.0,55.0,4.0,1.0,,,,,,,,,,,,,,,,
82934752,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407733.0,,,1.0,,
82935061,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
82935448,,,,,2.0,97.0,1057.0,A,,2.0,1.0,1000.0,101.0,,407735.0,,,1.0,,
82935693,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407752.0,,,1.0,,
82936098,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407750.0,,,1.0,,
82936494,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407752.0,,,1.0,,
82936814,,,,,2.0,77.0,1202.0,A,,2.0,1.0,1000.0,505.0,,407750.0,,,1.0,,
82937047,,,,,2.0,15.0,1205.0,A,,4.0,1.0,1000.0,508.0,,407750.0,,,1.0,,
82937405,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82937920,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407735.0,,,1.0,,
82938233,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407750.0,,,1.0,,
82938565,,,,,2.0,462.0,1375.0,A,,2.0,1.0,1000.0,791.0,,407750.0,,,1.0,,
82939015,,,,,,,,,,,,,,,,,,,,
82939457,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407752.0,,,1.0,,
82939791,,,,,,,,,,,,,,,,,,,,
82940269,,,,,2.0,462.0,1375.0,A,,2.0,1.0,1000.0,791.0,,407750.0,,,1.0,,
82940752,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82941077,,,,,2.0,60.0,1208.0,A,,2.0,1.0,1000.0,654.0,,407733.0,,,1.0,,
82941535,,,,,2.0,104.0,53.0,A,,2.0,1.0,1000.0,49.0,,407750.0,,,1.0,,
82941857,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
82942194,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
82942499,,,,,2.0,77.0,59.0,A,,2.0,1.0,1000.0,54.0,,407750.0,,,1.0,,
82943062,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407750.0,,,1.0,,
82943428,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82943717,,,,,2.0,77.0,1380.0,A,,2.0,1.0,1000.0,826.0,,407752.0,,,1.0,,
82944111,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
82944425,,,,,2.0,77.0,37.0,A,,2.0,1.0,1000.0,33.0,,407750.0,,,1.0,,
76412971,,,,,2.0,457.0,1313.0,A,,2.0,1.0,100000.0,760.0,,407751.0,,,1.0,,
76413825,457.0,1317.0,2.0,1.0,2.0,457.0,1317.0,A,,2.0,1.0,50000.0,,,407750.0,,,1.0,,
76414199,451.0,1376.0,2.0,1.0,2.0,451.0,1376.0,A,,2.0,1.0,75700.0,,,407750.0,,,1.0,,
76415612,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76415920,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76416165,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76417018,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76417263,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76417663,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76419677,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76420017,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76420237,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76420472,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76422091,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76422269,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76422493,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76422693,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76422932,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76423426,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76423647,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76423863,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407751.0,,,1.0,,
76424051,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407750.0,,,1.0,,
76576158,77.0,37.0,2.0,1.0,2.0,77.0,37.0,A,,2.0,1.0,300000.0,,,407750.0,,,1.0,,
76582178,77.0,37.0,2.0,1.0,2.0,77.0,37.0,A,,2.0,1.0,43074.0,,,407750.0,,,1.0,,
76584043,77.0,37.0,2.0,1.0,2.0,77.0,37.0,A,,2.0,1.0,50000.0,,,407750.0,,,1.0,,
76584990,,,,,2.0,77.0,1380.0,A,,2.0,1.0,50000.0,826.0,,407750.0,,,1.0,,
76588111,,,,,2.0,77.0,1380.0,A,,2.0,1.0,50000.0,826.0,,407752.0,,,1.0,,
77188214,,,,,2.0,77.0,1199.0,A,,2.0,1.0,100000.0,651.0,,407750.0,,,1.0,,
77189411,15.0,458.0,4.0,1.0,2.0,15.0,458.0,A,,4.0,1.0,100000.0,,,407732.0,,,1.0,,
77190660,15.0,458.0,4.0,1.0,2.0,15.0,458.0,A,,4.0,1.0,100000.0,,,407750.0,,,1.0,,
77191560,,,,,2.0,77.0,1380.0,A,,2.0,1.0,102592.0,826.0,,407752.0,,,1.0,,
82876565,,,,,2.0,10.0,11.0,A,,2.0,1.0,48000.0,10.0,,407750.0,,,1.0,,
82877361,,,,,2.0,10.0,11.0,A,,2.0,1.0,48744.0,10.0,,407750.0,,,1.0,,
82878032,,,,,2.0,10.0,11.0,A,,2.0,1.0,365516.0,10.0,,407749.0,,,1.0,,
82903814,77.0,1087.0,2.0,1.0,2.0,77.0,1087.0,A,,2.0,1.0,150000.0,,,407750.0,,,1.0,,
99737153,,,,,,,,,,,,,,,,,,,,
99737860,,,,,,,,,,,,,,,,,,,,
99773726,,,,,,,,,,,,,,,,,,,,
99774717,,,,,,,,,,,,,,,,,,,,
101605911,,,,,,,,,,,,,,,,,,,,
101609209,,,,,2.0,451.0,1376.0,A,,2.0,1.0,39000.0,822.0,,407750.0,,,1.0,,
101650146,,,,,,,,,,,,,,,,,,,,
101703329,,,,,,,,,,,,,,,,,,,,
101705640,,,,,,,,,,,,,,,,,,,,
101718042,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101719721,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101801961,,,,,,,,,,,,,,,,,,,,
101883190,,,,,,,,,,,,,,,,,,,,
101886114,,,,,,,,,,,,,,,,,,,,
101887294,,,,,,,,,,,,,,,,,,,,
101888277,,,,,,,,,,,,,,,,,,,,
102171592,,,,,,,,,,,,,,,,,,,,
102206529,,,,,,,,,,,,,,,,,,,,
102207569,,,,,,,,,,,,,,,,,,,,
102208619,,,,,,,,,,,,,,,,,,,,
102210489,,,,,,,,,,,,,,,,,,,,
102211587,,,,,,,,,,,,,,,,,,,,
102212725,,,,,,,,,,,,,,,,,,,,
102213392,,,,,,,,,,,,,,,,,,,,
102214314,,,,,,,,,,,,,,,,,,,,
102216280,,,,,,,,,,,,,,,,,,,,
102217921,,,,,,,,,,,,,,,,,,,,
102218811,,,,,,,,,,,,,,,,,,,,
102219726,,,,,,,,,,,,,,,,,,,,
102220777,,,,,,,,,,,,,,,,,,,,
102221520,,,,,,,,,,,,,,,,,,,,
102229281,,,,,,,,,,,,,,,,,,,,
102230001,,,,,,,,,,,,,,,,,,,,
102230753,,,,,,,,,,,,,,,,,,,,
102231590,,,,,,,,,,,,,,,,,,,,
102259519,,,,,2.0,77.0,1199.0,A,,2.0,1.0,250000.0,651.0,,407751.0,,,1.0,,
101614963,,,,,2.0,457.0,1313.0,A,,2.0,1.0,300000.0,760.0,,407750.0,,,1.0,,
101616506,,,,,,,,,,,,,,,,,,,,
101621024,,,,,2.0,457.0,1312.0,A,,2.0,1.0,20977.0,759.0,,407750.0,,,1.0,,
101636921,,,,,2.0,15.0,458.0,A,,4.0,1.0,252756.0,358.0,,407733.0,,,1.0,,
101639896,,,,,2.0,15.0,458.0,A,,4.0,1.0,200000.0,358.0,,407733.0,,,1.0,,
101659017,15.0,458.0,4.0,1.0,2.0,15.0,458.0,A,,4.0,1.0,150000.0,,,407750.0,,,1.0,,
101663086,77.0,37.0,2.0,1.0,2.0,77.0,37.0,A,,2.0,1.0,47074.0,,,407750.0,,,1.0,,
101667237,10.0,1237.0,2.0,1.0,2.0,10.0,1237.0,A,,2.0,1.0,100000.0,,,407750.0,,,1.0,,
101709656,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101711630,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101713082,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101714632,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101716273,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101721204,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101723850,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
101726970,,,,,2.0,453.0,1299.0,A,,2.0,1.0,3500.0,746.0,,407752.0,,,1.0,,
102245941,451.0,1376.0,2.0,1.0,2.0,451.0,1376.0,A,,2.0,1.0,69440.0,,,407750.0,,,1.0,,
102253049,462.0,1345.0,2.0,1.0,2.0,462.0,1345.0,A,,2.0,1.0,489567.0,,,407750.0,,,1.0,,
102364406,,,,,2.0,15.0,458.0,A,,4.0,1.0,200000.0,358.0,,407749.0,,,1.0,,
117175873,77.0,1076.0,2.0,1.0,,,,,,,,,,,,,,,,
120166068,,,,,,,,,,,,,,,,,,,,
120166807,,,,,,,,,,,,,,,,,,,,
120167287,,,,,,,,,,,,,,,,,,,,
120168010,,,,,,,,,,,,,,,,,,,,
120168697,,,,,,,,,,,,,,,,,,,,
120169042,,,,,,,,,,,,,,,,,,,,
120169383,,,,,,,,,,,,,,,,,,,,
120169944,,,,,,,,,,,,,,,,,,,,
120170476,,,,,,,,,,,,,,,,,,,,
120170708,,,,,,,,,,,,,,,,,,,,
120171316,,,,,,,,,,,,,,,,,,,,
120172100,,,,,,,,,,,,,,,,,,,,
120172511,,,,,,,,,,,,,,,,,,,,
121977953,462.0,1345.0,2.0,1.0,,,,,,,,,,,,,,,,
121978227,,,,,,,,,,,,,,,,,,,,
121978921,,,,,2.0,451.0,1376.0,A,,2.0,1.0,39000.0,822.0,,407750.0,,,1.0,,
121983668,60.0,1208.0,2.0,1.0,,,,,,,,,,,,,,,,
121985161,60.0,1208.0,2.0,1.0,,,,,,,,,,,,,,,,
122254276,,,,,,,,,,,,,,,,,,,,
122254368,,,,,,,,,,,,,,,,,,,,
122254481,,,,,,,,,,,,,,,,,,,,
122254586,,,,,,,,,,,,,,,,,,,,
122254680,,,,,,,,,,,,,,,,,,,,
122254919,,,,,,,,,,,,,,,,,,,,
122255040,,,,,,,,,,,,,,,,,,,,
122255196,,,,,,,,,,,,,,,,,,,,
122255315,,,,,,,,,,,,,,,,,,,,
122255463,,,,,,,,,,,,,,,,,,,,
122255680,,,,,,,,,,,,,,,,,,,,
122256113,,,,,,,,,,,,,,,,,,,,
122256214,,,,,,,,,,,,,,,,,,,,
122256319,,,,,,,,,,,,,,,,,,,,
122258180,,,,,,,,,,,,,,,,,,,,
122260080,,,,,,,,,,,,,,,,,,,,
122260218,,,,,,,,,,,,,,,,,,,,
122260533,,,,,,,,,,,,,,,,,,,,
122260807,,,,,,,,,,,,,,,,,,,,
122260973,,,,,,,,,,,,,,,,,,,,
122261342,,,,,,,,,,,,,,,,,,,,
122261632,,,,,,,,,,,,,,,,,,,,
122261912,,,,,,,,,,,,,,,,,,,,
122264232,,,,,,,,,,,,,,,,,,,,
122264467,,,,,,,,,,,,,,,,,,,,
122264715,,,,,,,,,,,,,,,,,,,,
122264943,,,,,,,,,,,,,,,,,,,,
122265283,,,,,,,,,,,,,,,,,,,,
122265638,,,,,,,,,,,,,,,,,,,,
122266312,,,,,,,,,,,,,,,,,,,,
122266615,,,,,,,,,,,,,,,,,,,,
122267567,,,,,,,,,,,,,,,,,,,,
122267786,,,,,,,,,,,,,,,,,,,,
122268143,,,,,,,,,,,,,,,,,,,,
122268406,,,,,,,,,,,,,,,,,,,,
122268632,,,,,,,,,,,,,,,,,,,,
122268905,,,,,,,,,,,,,,,,,,,,
122269714,,,,,,,,,,,,,,,,,,,,
122270136,,,,,,,,,,,,,,,,,,,,
122270513,,,,,,,,,,,,,,,,,,,,
122271397,,,,,,,,,,,,,,,,,,,,
122271978,,,,,,,,,,,,,,,,,,,,
122662439,,,,,,,,,,,,,,,,,,,,
