voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
3848,116438,2020-2021,MGNREGA/2020-21/R/15,41109,receipt,Direct Receipts,2020-07-23,July,79164.0
3849,116438,2020-2021,MGNREGA/2020-21/R/16,41110,receipt,Direct Receipts,2020-07-30,July,32913.0
3850,116438,2020-2021,MGNREGA/2020-21/R/17,41112,receipt,Direct Receipts,2020-07-31,July,6831.0
3851,116438,2020-2021,HY/2020-21/R/6,40891,receipt,Direct Receipts,2020-08-01,August,16000.0
3852,116438,2020-2021,OWN/2020-21/R/8,40867,receipt,Direct Receipts,2020-08-01,August,62870.0
3853,116438,2020-2021,OWN/2020-21/R/9,40872,receipt,Direct Receipts,2020-08-01,August,16000.0
3854,116438,2020-2021,MGNREGA/2020-21/R/18,41113,receipt,Direct Receipts,2020-08-06,August,26703.0
3855,116438,2020-2021,MGNREGA/2020-21/R/19,41131,receipt,Direct Receipts,2020-08-10,August,24840.0
3856,116438,2020-2021,MGNREGA/2020-21/R/20,41133,receipt,Direct Receipts,2020-08-14,August,60030.0
3857,116438,2020-2021,HY/2020-21/R/7,40893,receipt,Direct Receipts,2020-08-17,August,2000.0
3858,116438,2020-2021,MGNREGA/2020-21/R/21,41508,receipt,Direct Receipts,2020-08-21,August,28152.0
3859,116438,2020-2021,HY/2020-21/R/8,49344,receipt,Direct Receipts,2020-08-24,August,2000.0
3860,116438,2020-2021,MGNREGA/2020-21/R/22,49336,receipt,Direct Receipts,2020-08-24,August,21124.0
3861,116438,2020-2021,OWN/2020-21/R/10,49348,receipt,Direct Receipts,2020-08-24,August,2000.0
3862,116438,2020-2021,MGNREGA/2020-21/R/23,49337,receipt,Direct Receipts,2020-08-28,August,15318.0
3863,116438,2020-2021,OWN/2020-21/R/11,49349,receipt,Direct Receipts,2020-08-29,August,24500.0
3864,116438,2020-2021,MGNREGA/2020-21/R/24,49338,receipt,Direct Receipts,2020-09-07,September,8694.0
3865,116438,2020-2021,OWN/2020-21/R/12,65713,receipt,Direct Receipts,2020-09-09,September,214250.0
3866,116438,2020-2021,OWN/2020-21/R/13,65746,receipt,Direct Receipts,2020-09-09,September,11960.0
3867,116438,2020-2021,HY/2020-21/R/9,65892,receipt,Direct Receipts,2020-09-14,September,2000.0
3868,116438,2020-2021,OWN/2020-21/R/14,65886,receipt,Direct Receipts,2020-09-26,September,1396.0
3869,116438,2020-2021,HY/2020-21/R/10,65893,receipt,Direct Receipts,2020-10-05,October,10000.0
3870,116438,2020-2021,MGNREGA/2020-21/R/26,85843,receipt,Direct Receipts,2020-10-07,October,75481.0
3871,116438,2020-2021,MGNREGA/2020-21/R/27,85844,receipt,Direct Receipts,2020-10-07,October,32085.0
3872,116438,2020-2021,MGNREGA/2020-21/R/28,85846,receipt,Direct Receipts,2020-10-07,October,22770.0
3873,116438,2020-2021,MGNREGA/2020-21/R/29,85848,receipt,Direct Receipts,2020-10-07,October,22977.0
3874,116438,2020-2021,MGNREGA/2020-21/R/31,85851,receipt,Direct Receipts,2020-10-10,October,17532.0
3875,116438,2020-2021,MGNREGA/2020-21/R/30,85849,receipt,Direct Receipts,2020-10-13,October,14697.0
3876,116438,2020-2021,MGNREGA/2020-21/R/32,85853,receipt,Direct Receipts,2020-10-14,October,32463.0
3877,116438,2020-2021,MGNREGA/2020-21/R/33,85854,receipt,Direct Receipts,2020-10-17,October,8694.0
3878,116438,2020-2021,MGNREGA/2020-21/R/34,85855,receipt,Direct Receipts,2020-10-21,October,14697.0
3879,116438,2020-2021,MGNREGA/2020-21/R/35,85857,receipt,Direct Receipts,2020-10-27,October,15318.0
3880,116438,2020-2021,OWN/2020-21/R/15,85938,receipt,Direct Receipts,2020-10-29,October,1500.0
3881,116438,2020-2021,HY/2020-21/R/11,85949,receipt,Direct Receipts,2020-11-03,November,6000.0
3882,116438,2020-2021,MGNREGA/2020-21/R/36,85858,receipt,Direct Receipts,2020-11-03,November,50922.0
3883,116438,2020-2021,MGNREGA/2020-21/R/37,85859,receipt,Direct Receipts,2020-11-05,November,15111.0
3884,116438,2020-2021,MGNREGA/2020-21/R/38,105433,receipt,Direct Receipts,2020-11-12,November,18837.0
3885,116438,2020-2021,HY/2020-21/R/12,105443,receipt,Direct Receipts,2020-11-16,November,18000.0
3886,116438,2020-2021,OWN/2020-21/R/16,105439,receipt,Direct Receipts,2020-11-16,November,18000.0
3887,116438,2020-2021,OWN/2020-21/R/17,105440,receipt,Direct Receipts,2020-11-17,November,19000.0
3888,116438,2020-2021,MGNREGA/2020-21/R/39,105434,receipt,Direct Receipts,2020-11-19,November,20286.0
3889,116438,2020-2021,HY/2020-21/R/13,105444,receipt,Direct Receipts,2020-11-25,November,2000.0
3890,116438,2020-2021,MGNREGA/2020-21/R/40,105436,receipt,Direct Receipts,2020-11-25,November,5589.0
3891,116438,2020-2021,4THSFC/2020-21/R/2,132089,receipt,Direct Receipts,2020-12-03,December,26275.0
3892,116438,2020-2021,4THSFC/2020-21/R/3,132096,receipt,Direct Receipts,2020-12-03,December,492976.0
3893,116438,2020-2021,4THSFC/2020-21/R/4,132098,receipt,Direct Receipts,2020-12-03,December,22503.0
3894,116438,2020-2021,MGNREGA/2020-21/R/41,132126,receipt,Direct Receipts,2020-12-07,December,34362.0
3895,116438,2020-2021,OWN/2020-21/R/18,134013,receipt,Direct Receipts,2020-12-09,December,71820.0
3896,116438,2020-2021,FFC/2020-21/R/1,111134,receipt,Refund of Excess Payment,2020-12-12,December,8000.0
3897,116438,2020-2021,MGNREGA/2020-21/R/42,132128,receipt,Direct Receipts,2020-12-14,December,5796.0
3898,116438,2020-2021,MGNREGA/2020-21/R/43,132131,receipt,Direct Receipts,2020-12-17,December,42642.0
3899,116438,2020-2021,OWN/2020-21/R/19,134014,receipt,Direct Receipts,2020-12-17,December,4600.0
3900,116438,2020-2021,HY/2020-21/R/14,132115,receipt,Direct Receipts,2020-12-24,December,6000.0
3901,116438,2020-2021,4THSFC/2020-21/R/5,132111,receipt,Direct Receipts,2020-12-26,December,22020.0
3902,116438,2020-2021,OWN/2020-21/R/20,134023,receipt,Direct Receipts,2020-12-29,December,268181.0
3903,116438,2020-2021,MGNREGA/2020-21/R/44,132132,receipt,Direct Receipts,2020-12-30,December,18630.0
3904,116438,2020-2021,MGNREGA/2020-21/R/45,132133,receipt,Direct Receipts,2020-12-31,December,21764.0
3905,116438,2020-2021,HY/2020-21/R/15,132118,receipt,Direct Receipts,2021-01-01,January,4000.0
3906,116438,2020-2021,OWN/2020-21/R/21,134033,receipt,Direct Receipts,2021-01-01,January,4000.0
3907,116438,2020-2021,MGNREGA/2020-21/R/46,132136,receipt,Direct Receipts,2021-01-04,January,143094.0
3908,116438,2020-2021,OWN/2020-21/R/22,153996,receipt,Direct Receipts,2021-01-05,January,1500.0
3909,116438,2020-2021,FFC/2020-21/R/2,135841,receipt,Refund of Excess Payment,2021-01-12,January,87374.0
3910,116438,2020-2021,MGNREGA/2020-21/R/47,154013,receipt,Direct Receipts,2021-01-12,January,72273.0
3911,116438,2020-2021,MGNREGA/2020-21/R/48,154019,receipt,Direct Receipts,2021-01-20,January,65205.0
3912,116438,2020-2021,4THSFC/2020-21/R/6,153984,receipt,Direct Receipts,2021-01-21,January,51420.0
3913,116438,2020-2021,MGNREGA/2020-21/R/49,154020,receipt,Direct Receipts,2021-01-29,January,61479.0
3914,116438,2020-2021,OWN/2020-21/R/23,154003,receipt,Direct Receipts,2021-02-01,February,8700.0
3915,116438,2020-2021,HY/2020-21/R/16,153987,receipt,Direct Receipts,2021-02-02,February,12000.0
3916,116438,2020-2021,OWN/2020-21/R/24,154009,receipt,Direct Receipts,2021-02-02,February,2800.0
3917,116438,2020-2021,HY/2020-21/R/17,186698,receipt,Direct Receipts,2021-02-12,February,2000.0
3918,116438,2020-2021,MGNREGA/2020-21/R/50,186702,receipt,Direct Receipts,2021-02-12,February,75141.0
3919,116438,2020-2021,MGNREGA/2020-21/R/51,186705,receipt,Direct Receipts,2021-02-14,February,49473.0
3920,116438,2020-2021,MGNREGA/2020-21/R/52,186711,receipt,Direct Receipts,2021-02-27,February,24840.0
3921,116438,2020-2021,MGNREGA/2020-21/R/53,186718,receipt,Direct Receipts,2021-03-02,March,85491.0
3922,116438,2020-2021,4THSFC/2020-21/R/7,227750,receipt,Direct Receipts,2021-03-03,March,492976.0
3923,116438,2020-2021,5THSFC/2020-21/R/1,273639,receipt,Direct Receipts,2021-03-03,March,492976.0
3924,116438,2020-2021,5THSFC/2020-21/R/2,273646,receipt,Direct Receipts,2021-03-03,March,492976.0
3925,116438,2020-2021,XVFC/2020-21/R/1,196206,receipt,Direct Receipts,2021-03-03,March,740425.0
3926,116438,2020-2021,XVFC/2020-21/R/2,196209,receipt,Direct Receipts,2021-03-03,March,740425.0
3927,116438,2020-2021,XVFC/2020-21/R/3,273602,receipt,Direct Receipts,2021-03-03,March,740425.0
3928,116438,2020-2021,HY/2020-21/R/18,227713,receipt,Direct Receipts,2021-03-10,March,12000.0
3929,116438,2020-2021,4THSFC/2020-21/R/8,227753,receipt,Direct Receipts,2021-03-12,March,51420.0
3930,116438,2020-2021,HY/2020-21/R/19,227719,receipt,Direct Receipts,2021-03-18,March,2000.0
3931,116438,2020-2021,HY/2020-21/R/20,227723,receipt,Direct Receipts,2021-03-25,March,30000.0
3932,116438,2020-2021,OWN/2020-21/R/26,227799,receipt,Direct Receipts,2021-03-25,March,30000.0
3933,116438,2020-2021,OWN/2020-21/R/27,227803,receipt,Direct Receipts,2021-03-25,March,3200.0
3934,116438,2020-2021,4THSFC/2020-21/R/9,227758,receipt,Direct Receipts,2021-03-27,March,16926.0
3935,116438,2020-2021,5THSFC/2020-21/R/3,273656,receipt,Direct Receipts,2021-03-27,March,22020.0
3936,116438,2020-2021,5THSFC/2020-21/R/4,273659,receipt,Direct Receipts,2021-03-27,March,16926.0
3937,116438,2020-2021,FFC/2020-21/R/3,273623,receipt,Direct Receipts,2021-03-27,March,113770.0
3938,116438,2020-2021,FFC/2020-21/R/4,273670,receipt,Direct Receipts,2021-03-27,March,8000.0
3939,116438,2020-2021,OWN/2020-21/R/28,227820,receipt,Direct Receipts,2021-03-27,March,1656.0
3940,116438,2020-2021,MBPY/2020-21/R/1,227850,receipt,Direct Receipts,2021-03-31,March,198415.0
3941,116438,2020-2021,XVFC/2020-21/R/4,273604,receipt,Direct Receipts,2021-03-31,March,740425.0
3942,116438,2020-2021,FFC/2020-21/P/1,1390,payment,Expenditures,2020-04-07,April,2250.0
3943,116438,2020-2021,FFC/2020-21/P/2,1393,payment,Expenditures,2020-04-07,April,8000.0
3944,116438,2020-2021,FFC/2020-21/P/3,1396,payment,Expenditures,2020-04-07,April,8000.0
3945,116438,2020-2021,FFC/2020-21/P/4,1398,payment,Expenditures,2020-04-07,April,650.0
3946,116438,2020-2021,FFC/2020-21/P/5,1400,payment,Expenditures,2020-04-07,April,100000.0
3947,116438,2020-2021,OWN/2020-21/P/1,31779,payment,Expenditures,2020-04-09,April,1889000.0
3948,116438,2020-2021,FFC/2020-21/P/6,7797,payment,Expenditures,2020-04-21,April,98000.0
3949,116438,2020-2021,FFC/2020-21/P/7,9929,payment,Expenditures,2020-04-24,April,5000.0
3950,116438,2020-2021,4THSFC/2020-21/P/1,32812,payment,Expenditures,2020-05-01,May,200000.0
3951,116438,2020-2021,HY/2020-21/P/1,32827,payment,Expenditures,2020-05-07,May,2000.0
3952,116438,2020-2021,OWN/2020-21/P/2,32869,payment,Expenditures,2020-05-07,May,2000.0
3953,116438,2020-2021,HY/2020-21/P/2,48853,payment,Expenditures,2020-05-25,May,6000.0
3954,116438,2020-2021,MGNREGA/2020-21/P/1,48919,payment,Expenditures,2020-05-25,May,15228.0
3955,116438,2020-2021,MGNREGA/2020-21/P/2,48923,payment,Expenditures,2020-05-25,May,22356.0
