expenditure_id,voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_date,voucher_cost
2822,3120.0,116438,2024-2025,XVFC/2024-25/P/40,2025-03-10,6500.0
2822,3120.0,116438,2024-2025,XVFC/2024-25/P/40,2025-03-10,13000.0
2822,2807.0,116438,2025-2026,XVFC/2025-26/P/2,2025-05-13,13000.0
2822,2808.0,116438,2025-2026,XVFC/2025-26/P/3,2025-05-13,6500.0
2822,2859.0,116438,2025-2026,XVFC/2025-26/P/19,2025-07-30,2000.0
2822,2861.0,116438,2025-2026,XVFC/2025-26/P/20,2025-07-31,6500.0
2839,3040.0,116438,2024-2025,XVFC/2024-25/P/12,2024-10-06,315000.0
2839,3049.0,116438,2024-2025,XVFC/2024-25/P/15,2024-10-26,28000.0
2845,3094.0,116438,2024-2025,XVFC/2024-25/P/23,2025-02-11,180000.0
2845,3108.0,116438,2024-2025,XVFC/2024-25/P/28,2025-02-25,20000.0
2851,3045.0,116438,2024-2025,XVFC/2024-25/P/14,2024-10-09,108920.0
2851,3093.0,116438,2024-2025,XVFC/2024-25/P/22,2025-02-07,64386.0
2969,3082.0,116438,2024-2025,5THSFC/2024-25/P/18,2025-01-08,135000.0
2969,3092.0,116438,2024-2025,5THSFC/2024-25/P/23,2025-02-07,8354.0
2970,2866.0,116438,2025-2026,XVFC/2025-26/P/25,2025-07-31,135000.0
2970,2873.0,116438,2025-2026,XVFC/2025-26/P/30,2025-08-18,12000.0
2971,3101.0,116438,2024-2025,XVFC/2024-25/P/24,2025-02-19,57312.0
2971,3102.0,116438,2024-2025,XVFC/2024-25/P/25,2025-02-19,29964.0
2971,3103.0,116438,2024-2025,XVFC/2024-25/P/26,2025-02-19,2541.0
2972,2814.0,116438,2025-2026,XVFC/2025-26/P/4,2025-05-22,315000.0
2972,2816.0,116438,2025-2026,XVFC/2025-26/P/5,2025-05-31,23196.0
2973,3090.0,116438,2024-2025,5THSFC/2024-25/P/21,2025-02-07,135000.0
2973,3106.0,116438,2024-2025,5THSFC/2024-25/P/25,2025-02-25,8495.0
2974,2833.0,116438,2025-2026,5THSFC/2025-26/P/7,2025-06-23,381909.0
2977,2863.0,116438,2025-2026,XVFC/2025-26/P/22,2025-07-31,90000.0
3199,2881.0,116438,2025-2026,XVFC/2025-26/P/36,2026-03-27,31537.0
3199,2882.0,116438,2025-2026,XVFC/2025-26/P/37,2026-03-27,27486.0
3200,2875.0,116438,2025-2026,XVFC/2025-26/P/32,2026-01-29,96851.0
3200,2876.0,116438,2025-2026,XVFC/2025-26/P/33,2026-01-29,17090.0
3200,2877.0,116438,2025-2026,XVFC/2025-26/P/34,2026-01-29,12933.0
3200,2887.0,116438,2025-2026,XVFC/2025-26/P/40,2026-03-28,16529.0
3200,2888.0,116438,2025-2026,XVFC/2025-26/P/41,2026-03-28,6366.0
3215,2878.0,116438,2025-2026,XVFC/2025-26/P/35,2026-02-07,13000.0
3215,2878.0,116438,2025-2026,XVFC/2025-26/P/35,2026-02-07,26000.0
3216,2885.0,116438,2025-2026,XVFC/2025-26/P/38,2026-03-28,158927.0
3217,4874.0,117951,2020-2021,XVFC/2020-21/P/1,2021-02-03,95430.0
3219,4880.0,117951,2020-2021,XVFC/2020-21/P/5,2021-03-01,169425.0
3221,4770.0,117951,2021-2022,XVFC/2021-22/P/1,2021-05-18,106561.0
3221,4776.0,117951,2021-2022,XVFC/2021-22/P/3,2021-08-25,442.0
3221,4776.0,117951,2021-2022,XVFC/2021-22/P/3,2021-08-25,900.0
3221,4776.0,117951,2021-2022,XVFC/2021-22/P/3,2021-08-25,85837.0
3221,4700.0,117951,2022-2023,XVFC/2022-23/P/8,2022-12-14,100.0
3221,4700.0,117951,2022-2023,XVFC/2022-23/P/8,2022-12-14,9600.0
3222,4883.0,117951,2020-2021,5THSFC/2020-21/P/3,2021-03-04,53235.0
3223,4892.0,117951,2020-2021,XVFC/2020-21/P/6,2021-03-08,191412.0
3224,4877.0,117951,2020-2021,5THSFC/2020-21/P/1,2021-02-12,204850.0
3225,4879.0,117951,2020-2021,5THSFC/2020-21/P/2,2021-02-23,142740.0
3226,4878.0,117951,2020-2021,XVFC/2020-21/P/4,2021-02-12,115549.0
3227,4767.0,117951,2021-2022,5THSFC/2021-22/P/2,2021-05-07,1500.0
3227,4767.0,117951,2021-2022,5THSFC/2021-22/P/2,2021-05-07,4858.0
3227,4767.0,117951,2021-2022,5THSFC/2021-22/P/2,2021-05-07,138496.0
3228,4794.0,117951,2021-2022,XVFC/2021-22/P/5,2021-10-05,157145.0
3236,4698.0,117951,2022-2023,5THSFC/2022-23/P/4,2022-12-09,1900.0
3236,4698.0,117951,2022-2023,5THSFC/2022-23/P/4,2022-12-09,182400.0
3237,4796.0,117951,2021-2022,XVFC/2021-22/P/7,2022-02-01,1000.0
3237,4796.0,117951,2021-2022,XVFC/2021-22/P/7,2022-02-01,96000.0
3238,4875.0,117951,2020-2021,XVFC/2020-21/P/2,2021-02-03,92285.0
3240,4876.0,117951,2020-2021,XVFC/2020-21/P/3,2021-02-03,95529.0
3241,4893.0,117951,2020-2021,XVFC/2020-21/P/7,2021-03-22,119697.0
3242,4766.0,117951,2021-2022,5THSFC/2021-22/P/1,2021-05-01,30000.0
3242,4777.0,117951,2021-2022,5THSFC/2021-22/P/3,2021-08-26,20000.0
3244,4774.0,117951,2021-2022,XVFC/2021-22/P/2,2021-07-15,944.0
3244,4774.0,117951,2021-2022,XVFC/2021-22/P/2,2021-07-15,91557.0
3245,4793.0,117951,2021-2022,XVFC/2021-22/P/4,2021-09-30,4100.0
3245,4793.0,117951,2021-2022,XVFC/2021-22/P/4,2021-09-30,393600.0
3247,4694.0,117951,2022-2023,XVFC/2022-23/P/7,2022-12-06,82400.0
3247,4714.0,117951,2022-2023,XVFC/2022-23/P/22,2023-02-20,17600.0
3252,4713.0,117951,2022-2023,XVFC/2022-23/P/21,2023-02-20,100000.0
3253,4797.0,117951,2021-2022,XVFC/2021-22/P/8,2022-02-01,212.0
3253,4797.0,117951,2021-2022,XVFC/2021-22/P/8,2022-02-01,3406.0
3253,4797.0,117951,2021-2022,XVFC/2021-22/P/8,2022-02-01,330031.0
3253,4614.0,117951,2023-2024,XVFC/2023-24/P/4,2023-10-20,2496.0
3253,4614.0,117951,2023-2024,XVFC/2023-24/P/4,2023-10-20,2834.0
3253,4614.0,117951,2023-2024,XVFC/2023-24/P/4,2023-10-20,242878.0
3255,4685.0,117951,2022-2023,XVFC/2022-23/P/1,2022-06-09,28.0
3255,4685.0,117951,2022-2023,XVFC/2022-23/P/1,2022-06-09,2766.0
3255,4685.0,117951,2022-2023,XVFC/2022-23/P/1,2022-06-09,268249.0
3256,4684.0,117951,2022-2023,5THSFC/2022-23/P/1,2022-06-09,1166.0
3256,4684.0,117951,2022-2023,5THSFC/2022-23/P/1,2022-06-09,2140.0
3256,4684.0,117951,2022-2023,5THSFC/2022-23/P/1,2022-06-09,206229.0
3257,4686.0,117951,2022-2023,XVFC/2022-23/P/2,2022-06-09,1353.0
3257,4686.0,117951,2022-2023,XVFC/2022-23/P/2,2022-06-09,2821.0
3257,4686.0,117951,2022-2023,XVFC/2022-23/P/2,2022-06-09,272046.0
3258,4795.0,117951,2021-2022,XVFC/2021-22/P/6,2022-01-31,500.0
3258,4795.0,117951,2021-2022,XVFC/2021-22/P/6,2022-01-31,48000.0
3258,4691.0,117951,2022-2023,XVFC/2022-23/P/4,2022-11-11,30000.0
3258,4708.0,117951,2022-2023,XVFC/2022-23/P/16,2023-01-20,50000.0
3258,4623.0,117951,2023-2024,XVFC/2023-24/P/11,2024-03-16,12980.0
3259,4689.0,117951,2022-2023,5THSFC/2022-23/P/3,2022-10-28,867.0
3259,4689.0,117951,2022-2023,5THSFC/2022-23/P/3,2022-10-28,1773.0
3259,4689.0,117951,2022-2023,5THSFC/2022-23/P/3,2022-10-28,173883.0
3260,4688.0,117951,2022-2023,5THSFC/2022-23/P/2,2022-10-28,201.0
3260,4688.0,117951,2022-2023,5THSFC/2022-23/P/2,2022-10-28,2000.0
3260,4688.0,117951,2022-2023,5THSFC/2022-23/P/2,2022-10-28,191740.0
3261,4260.0,117951,2025-2026,5THSFC/2025-26/P/20,2026-01-08,1880.0
3261,4260.0,117951,2025-2026,5THSFC/2025-26/P/20,2026-01-08,182740.0
3266,4693.0,117951,2022-2023,XVFC/2022-23/P/6,2022-11-28,558717.0
3267,4710.0,117951,2022-2023,XVFC/2022-23/P/19,2023-02-15,677.0
3267,4710.0,117951,2022-2023,XVFC/2022-23/P/19,2023-02-15,1079.0
3267,4710.0,117951,2022-2023,XVFC/2022-23/P/19,2023-02-15,102814.0
3267,4616.0,117951,2023-2024,XVFC/2023-24/P/6,2024-01-30,850.0
3267,4616.0,117951,2023-2024,XVFC/2023-24/P/6,2024-01-30,81668.0
3268,4709.0,117951,2022-2023,5THSFC/2022-23/P/5,2023-02-07,18.0
3268,4709.0,117951,2022-2023,5THSFC/2022-23/P/5,2023-02-07,547.0
3268,4709.0,117951,2022-2023,5THSFC/2022-23/P/5,2023-02-07,52514.0
3268,4612.0,117951,2023-2024,5THSFC/2023-24/P/2,2023-09-18,1055.0
3268,4612.0,117951,2023-2024,5THSFC/2023-24/P/2,2023-09-18,101321.0
3269,4707.0,117951,2022-2023,XVFC/2022-23/P/15,2023-01-20,200000.0
3274,4690.0,117951,2022-2023,XVFC/2022-23/P/3,2022-10-29,63322.0
3274,4646.0,117951,2023-2024,XVFC/2023-24/P/13,2024-03-29,113694.0
3274,4514.0,117951,2024-2025,XVFC/2024-25/P/42,2025-03-27,5525.0
3275,4717.0,117951,2022-2023,XVFC/2022-23/P/23,2023-02-23,1409.0
3275,4717.0,117951,2022-2023,XVFC/2022-23/P/23,2023-02-23,18016.0
3275,4611.0,117951,2023-2024,XVFC/2023-24/P/2,2023-08-04,21300.0
3276,4692.0,117951,2022-2023,XVFC/2022-23/P/5,2022-11-25,56805.0
3276,4647.0,117951,2023-2024,XVFC/2023-24/P/14,2024-03-29,43195.0
3277,4712.0,117951,2022-2023,XVFC/2022-23/P/20,2023-02-20,3213.0
3277,4712.0,117951,2022-2023,XVFC/2022-23/P/20,2023-02-20,311750.0
3278,4711.0,117951,2022-2023,5THSFC/2022-23/P/6,2023-02-20,4538.0
3278,4711.0,117951,2022-2023,5THSFC/2022-23/P/6,2023-02-20,440195.0
3279,4604.0,117951,2023-2024,XVFC/2023-24/P/1,2023-07-07,178000.0
3280,4610.0,117951,2023-2024,5THSFC/2023-24/P/1,2023-08-04,920.0
3280,4610.0,117951,2023-2024,5THSFC/2023-24/P/1,2023-08-04,1492.0
3280,4610.0,117951,2023-2024,5THSFC/2023-24/P/1,2023-08-04,142185.0
3280,4484.0,117951,2024-2025,5THSFC/2024-25/P/3,2025-02-01,98.0
3280,4484.0,117951,2024-2025,5THSFC/2024-25/P/3,2025-02-01,521.0
3280,4484.0,117951,2024-2025,5THSFC/2024-25/P/3,2025-02-01,49061.0
3281,4613.0,117951,2023-2024,XVFC/2023-24/P/3,2023-09-22,34000.0
3281,4472.0,117951,2024-2025,XVFC/2024-25/P/4,2024-07-30,29500.0
3281,4483.0,117951,2024-2025,XVFC/2024-25/P/13,2025-01-24,19500.0
3281,4389.0,117951,2025-2026,XVFC/2025-26/P/38,2026-03-23,3000.0
3282,4615.0,117951,2023-2024,XVFC/2023-24/P/5,2024-01-19,159.0
3282,4615.0,117951,2023-2024,XVFC/2023-24/P/5,2024-01-19,1235.0
3282,4615.0,117951,2023-2024,XVFC/2023-24/P/5,2024-01-19,118310.0
3282,4469.0,117951,2024-2025,XVFC/2024-25/P/1,2024-06-13,24500.0
3283,4624.0,117951,2023-2024,XVFC/2023-24/P/12,2024-03-21,621.0
3283,4624.0,117951,2023-2024,XVFC/2023-24/P/12,2024-03-21,61479.0
3283,4221.0,117951,2025-2026,XVFC/2025-26/P/4,2025-05-05,450.0
3283,4221.0,117951,2025-2026,XVFC/2025-26/P/4,2025-05-05,42879.0
3283,4267.0,117951,2025-2026,XVFC/2025-26/P/31,2026-02-03,310.0
3283,4267.0,117951,2025-2026,XVFC/2025-26/P/31,2026-02-03,30984.0
3283,,117951,2026-2027,XVFC/2026-27/P/6,2026-06-02,540.0
3283,,117951,2026-2027,XVFC/2026-27/P/6,2026-06-02,12128.0
3283,,117951,2026-2027,XVFC/2026-27/P/6,2026-06-02,39427.0
3284,4648.0,117951,2023-2024,XVFC/2023-24/P/15,2024-03-29,365.0
3284,4648.0,117951,2023-2024,XVFC/2023-24/P/15,2024-03-29,45983.0
3285,4228.0,117951,2025-2026,XVFC/2025-26/P/7,2025-05-21,2000.0
3285,4228.0,117951,2025-2026,XVFC/2025-26/P/7,2025-05-21,12908.0
3285,4228.0,117951,2025-2026,XVFC/2025-26/P/7,2025-05-21,182185.0
3319,4473.0,117951,2024-2025,5THSFC/2024-25/P/1,2024-08-06,2000.0
3319,4485.0,117951,2024-2025,5THSFC/2024-25/P/4,2025-02-01,129.0
3319,4485.0,117951,2024-2025,5THSFC/2024-25/P/4,2025-02-01,1491.0
3319,4485.0,117951,2024-2025,5THSFC/2024-25/P/4,2025-02-01,145944.0
3319,4230.0,117951,2025-2026,5THSFC/2025-26/P/7,2025-07-05,45387.0
3319,4236.0,117951,2025-2026,5THSFC/2025-26/P/8,2025-08-02,500.0
3319,4236.0,117951,2025-2026,5THSFC/2025-26/P/8,2025-08-02,2875.0
3322,4273.0,117951,2025-2026,5THSFC/2025-26/P/24,2026-02-19,142801.0
3322,4278.0,117951,2025-2026,5THSFC/2025-26/P/27,2026-03-23,1451.0
3322,4278.0,117951,2025-2026,5THSFC/2025-26/P/27,2026-03-23,1480.0
3323,4235.0,117951,2025-2026,XVFC/2025-26/P/9,2025-07-05,175583.0
3323,4237.0,117951,2025-2026,XVFC/2025-26/P/14,2025-08-02,1950.0
3323,4237.0,117951,2025-2026,XVFC/2025-26/P/14,2025-08-02,5028.0
3323,4237.0,117951,2025-2026,XVFC/2025-26/P/14,2025-08-02,10121.0
3479,4247.0,117951,2025-2026,5THSFC/2025-26/P/13,2025-10-06,90000.0
3479,4255.0,117951,2025-2026,5THSFC/2025-26/P/19,2025-12-09,1000.0
3479,4255.0,117951,2025-2026,5THSFC/2025-26/P/19,2025-12-09,8000.0
3480,4474.0,117951,2024-2025,XVFC/2024-25/P/5,2024-10-05,90000.0
3480,4475.0,117951,2024-2025,XVFC/2024-25/P/6,2024-10-18,1000.0
3480,4475.0,117951,2024-2025,XVFC/2024-25/P/6,2024-10-18,1827.0
3480,4475.0,117951,2024-2025,XVFC/2024-25/P/6,2024-10-18,1872.0
3482,4470.0,117951,2024-2025,XVFC/2024-25/P/2,2024-06-26,10800.0
3482,4471.0,117951,2024-2025,XVFC/2024-25/P/3,2024-07-20,1200.0
3483,4244.0,117951,2025-2026,XVFC/2025-26/P/19,2025-09-04,65951.0
3483,4249.0,117951,2025-2026,XVFC/2025-26/P/20,2025-10-06,730.0
3483,4249.0,117951,2025-2026,XVFC/2025-26/P/20,2025-10-06,1935.0
3483,4249.0,117951,2025-2026,XVFC/2025-26/P/20,2025-10-06,3709.0
3484,4617.0,117951,2023-2024,XVFC/2023-24/P/7,2024-02-23,63000.0
3484,4620.0,117951,2023-2024,XVFC/2023-24/P/9,2024-02-28,700.0
3484,4620.0,117951,2023-2024,XVFC/2023-24/P/9,2024-02-28,2800.0
3485,4618.0,117951,2023-2024,XVFC/2023-24/P/8,2024-02-23,45000.0
3485,4619.0,117951,2023-2024,XVFC/2023-24/P/10,2024-02-28,500.0
3485,4619.0,117951,2023-2024,XVFC/2023-24/P/10,2024-02-28,2000.0
3486,4486.0,117951,2024-2025,XVFC/2024-25/P/14,2025-02-01,270000.0
3486,4498.0,117951,2024-2025,XVFC/2024-25/P/26,2025-02-24,131.0
3486,4498.0,117951,2024-2025,XVFC/2024-25/P/26,2025-02-24,3000.0
3486,4498.0,117951,2024-2025,XVFC/2024-25/P/26,2025-02-24,14603.0
3487,4574.0,117951,2024-2025,XVFC/2024-25/P/43,2025-03-29,45000.0
3488,4262.0,117951,2025-2026,XVFC/2025-26/P/27,2026-01-19,180000.0
3488,4266.0,117951,2025-2026,XVFC/2025-26/P/30,2026-02-03,2000.0
3488,4266.0,117951,2025-2026,XVFC/2025-26/P/30,2026-02-03,6646.0
3488,4266.0,117951,2025-2026,XVFC/2025-26/P/30,2026-02-03,6936.0
3489,4219.0,117951,2025-2026,XVFC/2025-26/P/2,2025-05-05,63000.0
3489,4227.0,117951,2025-2026,XVFC/2025-26/P/6,2025-05-12,700.0
3489,4227.0,117951,2025-2026,XVFC/2025-26/P/6,2025-05-12,1542.0
3489,4227.0,117951,2025-2026,XVFC/2025-26/P/6,2025-05-12,3877.0
3490,4217.0,117951,2025-2026,5THSFC/2025-26/P/2,2025-05-05,134991.0
3490,4224.0,117951,2025-2026,5THSFC/2025-26/P/5,2025-05-12,1063.0
3490,4224.0,117951,2025-2026,5THSFC/2025-26/P/5,2025-05-12,1400.0
3491,4220.0,117951,2025-2026,XVFC/2025-26/P/3,2025-05-05,67500.0
3491,4226.0,117951,2025-2026,XVFC/2025-26/P/5,2025-05-12,396.0
3491,4226.0,117951,2025-2026,XVFC/2025-26/P/5,2025-05-12,750.0
3491,4226.0,117951,2025-2026,XVFC/2025-26/P/5,2025-05-12,5536.0
3492,4222.0,117951,2025-2026,5THSFC/2025-26/P/3,2025-05-09,93325.0
3492,4223.0,117951,2025-2026,5THSFC/2025-26/P/4,2025-05-12,542.0
3492,4223.0,117951,2025-2026,5THSFC/2025-26/P/4,2025-05-12,1040.0
3492,4223.0,117951,2025-2026,5THSFC/2025-26/P/4,2025-05-12,7670.0
3493,,117951,2026-2027,XVFC/2026-27/P/2,2026-05-07,1200.0
3493,,117951,2026-2027,XVFC/2026-27/P/2,2026-05-07,11325.0
3493,,117951,2026-2027,XVFC/2026-27/P/2,2026-05-07,105470.0
3494,4390.0,117951,2025-2026,XVFC/2025-26/P/39,2026-03-23,42500.0
3497,,117951,2026-2027,XVFC/2026-27/P/1,2026-05-07,63000.0
3497,,117951,2026-2027,XVFC/2026-27/P/5,2026-05-26,700.0
3497,,117951,2026-2027,XVFC/2026-27/P/5,2026-05-26,2149.0
3497,,117951,2026-2027,XVFC/2026-27/P/5,2026-05-26,2651.0
3516,4245.0,117951,2025-2026,5THSFC/2025-26/P/11,2025-09-09,135000.0
3516,4246.0,117951,2025-2026,5THSFC/2025-26/P/12,2025-10-06,1500.0
3516,4246.0,117951,2025-2026,5THSFC/2025-26/P/12,2025-10-06,12000.0
3563,4232.0,117951,2025-2026,XVFC/2025-26/P/11,2025-07-05,83809.0
3563,4240.0,117951,2025-2026,XVFC/2025-26/P/17,2025-08-02,1000.0
3563,4240.0,117951,2025-2026,XVFC/2025-26/P/17,2025-08-02,13586.0
3580,4575.0,117951,2024-2025,XVFC/2024-25/P/44,2025-03-29,56700.0
3581,4233.0,117951,2025-2026,XVFC/2025-26/P/12,2025-07-05,60406.0
3581,4241.0,117951,2025-2026,XVFC/2025-26/P/18,2025-08-02,671.0
3581,4241.0,117951,2025-2026,XVFC/2025-26/P/18,2025-08-02,6041.0
3582,,117951,2026-2027,XVFC/2026-27/P/8,2026-06-09,127189.0
3582,,117951,2026-2027,XVFC/2026-27/P/10,2026-07-10,2000.0
3582,,117951,2026-2027,XVFC/2026-27/P/10,2026-07-10,11403.0
3582,,117951,2026-2027,XVFC/2026-27/P/10,2026-07-10,54730.0
3583,4476.0,117951,2024-2025,XVFC/2024-25/P/7,2024-12-27,30791.0
3583,4477.0,117951,2024-2025,XVFC/2024-25/P/8,2024-12-27,46536.0
3583,4487.0,117951,2024-2025,XVFC/2024-25/P/15,2025-02-24,10333.0
3583,4488.0,117951,2024-2025,XVFC/2024-25/P/16,2025-02-24,35333.0
3583,4489.0,117951,2024-2025,XVFC/2024-25/P/17,2025-02-24,8750.0
3583,4490.0,117951,2024-2025,XVFC/2024-25/P/18,2025-02-24,5163.0
3583,4491.0,117951,2024-2025,XVFC/2024-25/P/19,2025-02-24,3347.0
3583,4492.0,117951,2024-2025,XVFC/2024-25/P/20,2025-02-24,10348.0
3583,4493.0,117951,2024-2025,XVFC/2024-25/P/21,2025-02-24,52877.0
3583,4494.0,117951,2024-2025,XVFC/2024-25/P/22,2025-02-24,7757.0
3583,4495.0,117951,2024-2025,XVFC/2024-25/P/23,2025-02-24,5962.0
3583,4496.0,117951,2024-2025,XVFC/2024-25/P/24,2025-02-24,278.0
3583,4497.0,117951,2024-2025,XVFC/2024-25/P/25,2025-02-24,5108.0
3583,4499.0,117951,2024-2025,XVFC/2024-25/P/27,2025-03-13,1034.0
3583,4500.0,117951,2024-2025,XVFC/2024-25/P/28,2025-03-13,5084.0
3583,4501.0,117951,2024-2025,XVFC/2024-25/P/29,2025-03-13,6300.0
3583,4502.0,117951,2024-2025,XVFC/2024-25/P/30,2025-03-13,13839.0
3583,4503.0,117951,2024-2025,XVFC/2024-25/P/31,2025-03-13,708.0
3583,4504.0,117951,2024-2025,XVFC/2024-25/P/32,2025-03-13,21401.0
3583,4505.0,117951,2024-2025,XVFC/2024-25/P/33,2025-03-13,3131.0
3583,4506.0,117951,2024-2025,XVFC/2024-25/P/34,2025-03-13,727.0
3583,4507.0,117951,2024-2025,XVFC/2024-25/P/35,2025-03-13,785.0
3583,4508.0,117951,2024-2025,XVFC/2024-25/P/36,2025-03-13,240.0
3583,4509.0,117951,2024-2025,XVFC/2024-25/P/37,2025-03-13,1403.0
3583,4510.0,117951,2024-2025,XVFC/2024-25/P/38,2025-03-13,21401.0
3583,4511.0,117951,2024-2025,XVFC/2024-25/P/39,2025-03-13,29027.0
3583,4512.0,117951,2024-2025,XVFC/2024-25/P/40,2025-03-13,745.0
3583,4513.0,117951,2024-2025,XVFC/2024-25/P/41,2025-03-27,1592.0
3591,4479.0,117951,2024-2025,XVFC/2024-25/P/9,2025-01-14,27000.0
3591,4481.0,117951,2024-2025,XVFC/2024-25/P/11,2025-01-24,200.0
3591,4481.0,117951,2024-2025,XVFC/2024-25/P/11,2025-01-24,300.0
3591,4481.0,117951,2024-2025,XVFC/2024-25/P/11,2025-01-24,1490.0
3592,4478.0,117951,2024-2025,XVFC/2024-25/P/10,2025-01-14,45000.0
3592,4482.0,117951,2024-2025,XVFC/2024-25/P/12,2025-01-24,500.0
3592,4482.0,117951,2024-2025,XVFC/2024-25/P/12,2025-01-24,3000.0
3593,4576.0,117951,2024-2025,XVFC/2024-25/P/45,2025-03-29,90000.0
3594,4515.0,117951,2024-2025,5THSFC/2024-25/P/5,2025-03-29,135000.0
3595,4250.0,117951,2025-2026,XVFC/2025-26/P/21,2025-10-06,90000.0
3595,4256.0,117951,2025-2026,XVFC/2025-26/P/22,2025-12-09,1000.0
3595,4256.0,117951,2025-2026,XVFC/2025-26/P/22,2025-12-09,2601.0
3595,4256.0,117951,2025-2026,XVFC/2025-26/P/22,2025-12-09,4433.0
3596,4258.0,117951,2025-2026,XVFC/2025-26/P/24,2025-12-17,190000.0
3597,4252.0,117951,2025-2026,5THSFC/2025-26/P/16,2025-10-08,103302.0
3597,4254.0,117951,2025-2026,5THSFC/2025-26/P/18,2025-12-09,1150.0
3597,4254.0,117951,2025-2026,5THSFC/2025-26/P/18,2025-12-09,2329.0
3597,4254.0,117951,2025-2026,5THSFC/2025-26/P/18,2025-12-09,6737.0
3598,4251.0,117951,2025-2026,5THSFC/2025-26/P/15,2025-10-08,90000.0
3598,4253.0,117951,2025-2026,5THSFC/2025-26/P/17,2025-12-09,1000.0
3598,4253.0,117951,2025-2026,5THSFC/2025-26/P/17,2025-12-09,1634.0
3598,4253.0,117951,2025-2026,5THSFC/2025-26/P/17,2025-12-09,6246.0
3599,4263.0,117951,2025-2026,XVFC/2025-26/P/28,2026-01-29,90012.0
3600,4218.0,117951,2025-2026,XVFC/2025-26/P/1,2025-05-05,135000.0
3600,4229.0,117951,2025-2026,XVFC/2025-26/P/8,2025-05-21,1500.0
3600,4229.0,117951,2025-2026,XVFC/2025-26/P/8,2025-05-21,2547.0
3600,4229.0,117951,2025-2026,XVFC/2025-26/P/8,2025-05-21,9277.0
3601,4234.0,117951,2025-2026,XVFC/2025-26/P/13,2025-07-05,90000.0
3601,4239.0,117951,2025-2026,XVFC/2025-26/P/16,2025-08-02,1000.0
3601,4239.0,117951,2025-2026,XVFC/2025-26/P/16,2025-08-02,2804.0
3601,4239.0,117951,2025-2026,XVFC/2025-26/P/16,2025-08-02,4872.0
3602,4231.0,117951,2025-2026,XVFC/2025-26/P/10,2025-07-05,36000.0
3602,4238.0,117951,2025-2026,XVFC/2025-26/P/15,2025-08-02,400.0
3602,4238.0,117951,2025-2026,XVFC/2025-26/P/15,2025-08-02,2800.0
3603,4216.0,117951,2025-2026,5THSFC/2025-26/P/1,2025-05-05,90000.0
3603,4225.0,117951,2025-2026,5THSFC/2025-26/P/6,2025-05-12,135.0
3603,4225.0,117951,2025-2026,5THSFC/2025-26/P/6,2025-05-12,1000.0
3603,4225.0,117951,2025-2026,5THSFC/2025-26/P/6,2025-05-12,7633.0
3605,,117951,2026-2027,XVFC/2026-27/P/9,2026-06-13,28000.0
3608,4272.0,117951,2025-2026,XVFC/2025-26/P/35,2026-02-14,350.0
3608,4272.0,117951,2025-2026,XVFC/2025-26/P/35,2026-02-14,1219.0
3608,4272.0,117951,2025-2026,XVFC/2025-26/P/35,2026-02-14,32376.0
3643,,117951,2026-2027,XVFC/2026-27/P/3,2026-05-15,30962.0
3645,4257.0,117951,2025-2026,XVFC/2025-26/P/23,2025-12-09,89063.0
3645,4261.0,117951,2025-2026,XVFC/2025-26/P/26,2026-01-19,47270.0
3645,4271.0,117951,2025-2026,XVFC/2025-26/P/34,2026-02-14,51161.0
3645,4275.0,117951,2025-2026,XVFC/2025-26/P/37,2026-03-11,109191.0
3645,,117951,2026-2027,XVFC/2026-27/P/4,2026-05-20,26838.0
3646,4259.0,117951,2025-2026,XVFC/2025-26/P/25,2025-12-17,444423.0
3647,4274.0,117951,2025-2026,XVFC/2025-26/P/36,2026-02-20,36000.0
3647,4393.0,117951,2025-2026,XVFC/2025-26/P/42,2026-03-23,400.0
3647,4393.0,117951,2025-2026,XVFC/2025-26/P/42,2026-03-23,2800.0
3652,4270.0,117951,2025-2026,5THSFC/2025-26/P/23,2026-02-14,85157.0
3652,4279.0,117951,2025-2026,5THSFC/2025-26/P/28,2026-03-23,1000.0
3652,4279.0,117951,2025-2026,5THSFC/2025-26/P/28,2026-03-23,11279.0
3656,4269.0,117951,2025-2026,5THSFC/2025-26/P/22,2026-02-07,180000.0
3656,4277.0,117951,2025-2026,5THSFC/2025-26/P/26,2026-03-23,2000.0
3656,4277.0,117951,2025-2026,5THSFC/2025-26/P/26,2026-03-23,6326.0
3656,4277.0,117951,2025-2026,5THSFC/2025-26/P/26,2026-03-23,7237.0
3696,4268.0,117951,2025-2026,XVFC/2025-26/P/33,2026-02-03,130341.0
3696,4391.0,117951,2025-2026,XVFC/2025-26/P/40,2026-03-23,1448.0
3696,4391.0,117951,2025-2026,XVFC/2025-26/P/40,2026-03-23,1746.0
3696,4391.0,117951,2025-2026,XVFC/2025-26/P/40,2026-03-23,7997.0
3742,4265.0,117951,2025-2026,5THSFC/2025-26/P/21,2026-02-03,180000.0
3742,4276.0,117951,2025-2026,5THSFC/2025-26/P/25,2026-03-23,8.0
3742,4276.0,117951,2025-2026,5THSFC/2025-26/P/25,2026-03-23,2000.0
3742,4276.0,117951,2025-2026,5THSFC/2025-26/P/25,2026-03-23,13316.0
3751,,117951,2026-2027,XVFC/2026-27/P/12,2026-07-22,45000.0
3752,,117951,2026-2027,XVFC/2026-27/P/13,2026-07-22,5553.0
