expenditure_id,voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_date,voucher_cost
5970,6311.0,118939,2024-2025,5THSFC/2024-25/P/4,2024-10-28,12240.0
5970,6340.0,118939,2024-2025,5THSFC/2024-25/P/5,2025-03-04,33442.0
5971,6316.0,118939,2024-2025,XVFC/2024-25/P/18,2024-12-18,26024.0
5971,6317.0,118939,2024-2025,XVFC/2024-25/P/19,2024-12-18,4976.0
5971,6321.0,118939,2024-2025,XVFC/2024-25/P/23,2025-01-28,13.0
5971,6322.0,118939,2024-2025,XVFC/2024-25/P/24,2025-01-28,3.0
5971,6323.0,118939,2024-2025,XVFC/2024-25/P/25,2025-01-28,13640.0
5971,6324.0,118939,2024-2025,XVFC/2024-25/P/26,2025-01-28,16360.0
5971,6325.0,118939,2024-2025,XVFC/2024-25/P/27,2025-01-28,2722.0
5971,6327.0,118939,2024-2025,XVFC/2024-25/P/29,2025-02-20,13868.0
5971,6328.0,118939,2024-2025,XVFC/2024-25/P/30,2025-02-20,654.0
5971,6329.0,118939,2024-2025,XVFC/2024-25/P/31,2025-02-20,10806.0
5971,6330.0,118939,2024-2025,XVFC/2024-25/P/32,2025-02-20,1986.0
5971,6331.0,118939,2024-2025,XVFC/2024-25/P/33,2025-02-20,4657.0
5971,6332.0,118939,2024-2025,XVFC/2024-25/P/34,2025-02-20,3365.0
5971,6333.0,118939,2024-2025,XVFC/2024-25/P/35,2025-02-20,3692.0
5971,6334.0,118939,2024-2025,XVFC/2024-25/P/36,2025-02-20,13270.0
5971,6348.0,118939,2024-2025,XVFC/2024-25/P/49,2025-03-12,6973.0
5971,6349.0,118939,2024-2025,XVFC/2024-25/P/50,2025-03-12,3.0
5971,6350.0,118939,2024-2025,XVFC/2024-25/P/51,2025-03-12,798.0
5971,6351.0,118939,2024-2025,XVFC/2024-25/P/52,2025-03-12,4617.0
5971,6352.0,118939,2024-2025,XVFC/2024-25/P/53,2025-03-12,1835.0
5971,6308.0,118939,2024-2025,XVFC/2024-25/P/11,2024-09-21,49762.0
5971,6353.0,118939,2024-2025,XVFC/2024-25/P/54,2025-03-12,13569.0
5971,6354.0,118939,2024-2025,XVFC/2024-25/P/55,2025-03-12,1761.0
5971,6355.0,118939,2024-2025,XVFC/2024-25/P/56,2025-03-12,1287.0
5971,6314.0,118939,2024-2025,XVFC/2024-25/P/16,2024-12-18,5185.0
5971,6315.0,118939,2024-2025,XVFC/2024-25/P/17,2024-12-18,1022.0
5971,6245.0,118939,2025-2026,XVFC/2025-26/P/45,2025-11-13,299.0
5971,6270.0,118939,2025-2026,XVFC/2025-26/P/64,2026-02-12,950.0
5971,6235.0,118939,2025-2026,XVFC/2025-26/P/36,2025-08-18,130.0
5971,6209.0,118939,2025-2026,XVFC/2025-26/P/10,2025-06-19,337.0
5971,6210.0,118939,2025-2026,XVFC/2025-26/P/11,2025-06-19,3172.0
5971,6211.0,118939,2025-2026,XVFC/2025-26/P/12,2025-06-19,902.0
5971,6212.0,118939,2025-2026,XVFC/2025-26/P/13,2025-06-19,2246.0
5971,6213.0,118939,2025-2026,XVFC/2025-26/P/14,2025-06-19,1433.0
5971,6214.0,118939,2025-2026,XVFC/2025-26/P/15,2025-06-19,1241.0
5971,6215.0,118939,2025-2026,XVFC/2025-26/P/16,2025-06-19,1378.0
5971,6216.0,118939,2025-2026,XVFC/2025-26/P/17,2025-06-19,7064.0
5971,6217.0,118939,2025-2026,XVFC/2025-26/P/18,2025-06-19,18603.0
5971,6218.0,118939,2025-2026,XVFC/2025-26/P/19,2025-06-19,1624.0
5971,6219.0,118939,2025-2026,XVFC/2025-26/P/20,2025-06-19,13546.0
5971,6220.0,118939,2025-2026,XVFC/2025-26/P/21,2025-06-19,3989.0
5971,6221.0,118939,2025-2026,XVFC/2025-26/P/22,2025-06-19,3572.0
5971,6222.0,118939,2025-2026,XVFC/2025-26/P/23,2025-06-19,3483.0
5971,6224.0,118939,2025-2026,XVFC/2025-26/P/25,2025-07-22,3549.0
5971,6225.0,118939,2025-2026,XVFC/2025-26/P/26,2025-07-22,21.0
5971,6226.0,118939,2025-2026,XVFC/2025-26/P/27,2025-07-22,3277.0
5971,6227.0,118939,2025-2026,XVFC/2025-26/P/28,2025-07-22,9.0
5971,6230.0,118939,2025-2026,XVFC/2025-26/P/31,2025-08-18,7992.0
5971,6231.0,118939,2025-2026,XVFC/2025-26/P/32,2025-08-18,3790.0
5971,6232.0,118939,2025-2026,XVFC/2025-26/P/33,2025-08-18,5262.0
5971,6233.0,118939,2025-2026,XVFC/2025-26/P/34,2025-08-18,908.0
5971,6234.0,118939,2025-2026,XVFC/2025-26/P/35,2025-08-18,201.0
5971,6240.0,118939,2025-2026,XVFC/2025-26/P/40,2025-09-13,3825.0
5971,6241.0,118939,2025-2026,XVFC/2025-26/P/41,2025-09-13,2251.0
5971,6242.0,118939,2025-2026,XVFC/2025-26/P/42,2025-09-13,476.0
5971,6243.0,118939,2025-2026,XVFC/2025-26/P/43,2025-09-13,834.0
5972,6247.0,118939,2025-2026,5THSFC/2025-26/P/11,2025-11-20,1073.0
5972,6247.0,118939,2025-2026,5THSFC/2025-26/P/11,2025-11-20,1119.0
5972,6247.0,118939,2025-2026,5THSFC/2025-26/P/11,2025-11-20,107746.0
5979,6206.0,118939,2025-2026,5THSFC/2025-26/P/7,2025-06-06,180000.0
5979,6207.0,118939,2025-2026,5THSFC/2025-26/P/8,2025-06-16,1958.0
5979,6207.0,118939,2025-2026,5THSFC/2025-26/P/8,2025-06-16,2000.0
5979,6207.0,118939,2025-2026,5THSFC/2025-26/P/8,2025-06-16,15770.0
6029,6347.0,118939,2024-2025,XVFC/2024-25/P/48,2025-03-04,4560.0
6068,6307.0,118939,2024-2025,XVFC/2024-25/P/10,2024-09-19,26594.0
6068,6326.0,118939,2024-2025,XVFC/2024-25/P/28,2025-02-17,19500.0
6068,6208.0,118939,2025-2026,XVFC/2025-26/P/9,2025-06-16,9750.0
6068,,118939,2026-2027,XVFC/2026-27/P/28,2026-07-10,3250.0
6069,6344.0,118939,2024-2025,XVFC/2024-25/P/45,2025-03-04,4860.0
6070,6343.0,118939,2024-2025,XVFC/2024-25/P/44,2025-03-04,4860.0
6071,6345.0,118939,2024-2025,XVFC/2024-25/P/46,2025-03-04,4860.0
6072,6346.0,118939,2024-2025,XVFC/2024-25/P/47,2025-03-04,4860.0
6073,6237.0,118939,2025-2026,XVFC/2025-26/P/37,2025-09-11,13500.0
6073,6266.0,118939,2025-2026,XVFC/2025-26/P/62,2026-01-27,1500.0
6074,6238.0,118939,2025-2026,XVFC/2025-26/P/38,2025-09-11,9930.0
6075,6335.0,118939,2024-2025,XVFC/2024-25/P/37,2025-02-22,500.0
6075,6335.0,118939,2024-2025,XVFC/2024-25/P/37,2025-02-22,1670.0
6075,6335.0,118939,2024-2025,XVFC/2024-25/P/37,2025-02-22,47742.0
6076,6336.0,118939,2024-2025,XVFC/2024-25/P/38,2025-02-22,500.0
6076,6336.0,118939,2024-2025,XVFC/2024-25/P/38,2025-02-22,1687.0
6076,6336.0,118939,2024-2025,XVFC/2024-25/P/38,2025-02-22,47725.0
6077,6338.0,118939,2024-2025,XVFC/2024-25/P/40,2025-02-22,500.0
6077,6338.0,118939,2024-2025,XVFC/2024-25/P/40,2025-02-22,1687.0
6077,6338.0,118939,2024-2025,XVFC/2024-25/P/40,2025-02-22,47725.0
6078,6337.0,118939,2024-2025,XVFC/2024-25/P/39,2025-02-22,500.0
6078,6337.0,118939,2024-2025,XVFC/2024-25/P/39,2025-02-22,1687.0
6078,6339.0,118939,2024-2025,XVFC/2024-25/P/41,2025-02-25,47725.0
6081,,118939,2026-2027,XVFC/2026-27/P/1,2026-05-05,45000.0
6081,,118939,2026-2027,XVFC/2026-27/P/2,2026-05-13,500.0
6081,,118939,2026-2027,XVFC/2026-27/P/2,2026-05-13,1071.0
6083,6285.0,118939,2025-2026,5THSFC/2025-26/P/16,2026-03-24,90000.0
6083,6288.0,118939,2025-2026,5THSFC/2025-26/P/17,2026-03-26,1000.0
6083,6288.0,118939,2025-2026,5THSFC/2025-26/P/17,2026-03-26,3629.0
6083,6288.0,118939,2025-2026,5THSFC/2025-26/P/17,2026-03-26,3970.0
6098,,118939,2026-2027,5THSFC/2026-27/P/2,2026-05-05,461.0
6098,,118939,2026-2027,5THSFC/2026-27/P/2,2026-05-05,45188.0
6105,6228.0,118939,2025-2026,XVFC/2025-26/P/29,2025-08-13,37800.0
6105,6244.0,118939,2025-2026,XVFC/2025-26/P/44,2025-09-16,4200.0
6106,6248.0,118939,2025-2026,XVFC/2025-26/P/46,2025-11-20,19500.0
6106,6286.0,118939,2025-2026,XVFC/2025-26/P/79,2026-03-24,16250.0
6106,,118939,2026-2027,XVFC/2026-27/P/3,2026-05-13,3250.0
6187,6250.0,118939,2025-2026,XVFC/2025-26/P/47,2025-12-24,559.0
6187,6251.0,118939,2025-2026,XVFC/2025-26/P/48,2025-12-24,4698.0
6187,6252.0,118939,2025-2026,XVFC/2025-26/P/49,2025-12-24,1723.0
6187,6253.0,118939,2025-2026,XVFC/2025-26/P/50,2025-12-24,21182.0
6187,6254.0,118939,2025-2026,XVFC/2025-26/P/51,2025-12-24,230.0
6187,6255.0,118939,2025-2026,XVFC/2025-26/P/52,2025-12-24,8021.0
6187,6256.0,118939,2025-2026,XVFC/2025-26/P/53,2025-12-24,4062.0
6187,6257.0,118939,2025-2026,XVFC/2025-26/P/54,2025-12-24,22794.0
6187,6259.0,118939,2025-2026,XVFC/2025-26/P/55,2026-01-21,425.0
6187,6260.0,118939,2025-2026,XVFC/2025-26/P/56,2026-01-21,522.0
6187,6261.0,118939,2025-2026,XVFC/2025-26/P/57,2026-01-21,6845.0
6187,6262.0,118939,2025-2026,XVFC/2025-26/P/58,2026-01-21,435.0
6187,6263.0,118939,2025-2026,XVFC/2025-26/P/59,2026-01-21,2298.0
6187,6264.0,118939,2025-2026,XVFC/2025-26/P/60,2026-01-21,2136.0
6187,6265.0,118939,2025-2026,XVFC/2025-26/P/61,2026-01-21,4190.0
6187,6271.0,118939,2025-2026,XVFC/2025-26/P/65,2026-02-12,603.0
6187,6272.0,118939,2025-2026,XVFC/2025-26/P/66,2026-02-12,451.0
6187,6273.0,118939,2025-2026,XVFC/2025-26/P/67,2026-02-12,8190.0
6187,6274.0,118939,2025-2026,XVFC/2025-26/P/68,2026-02-12,2145.0
6187,6275.0,118939,2025-2026,XVFC/2025-26/P/69,2026-02-12,2096.0
6187,6276.0,118939,2025-2026,XVFC/2025-26/P/70,2026-02-12,5956.0
6187,6277.0,118939,2025-2026,XVFC/2025-26/P/71,2026-03-23,393.0
6187,6278.0,118939,2025-2026,XVFC/2025-26/P/72,2026-03-23,819.0
6187,6279.0,118939,2025-2026,XVFC/2025-26/P/73,2026-03-23,594.0
6187,6280.0,118939,2025-2026,XVFC/2025-26/P/74,2026-03-23,5783.0
6187,6281.0,118939,2025-2026,XVFC/2025-26/P/75,2026-03-23,735.0
6187,6282.0,118939,2025-2026,XVFC/2025-26/P/76,2026-03-23,2265.0
6187,6283.0,118939,2025-2026,XVFC/2025-26/P/77,2026-03-23,2112.0
6187,6284.0,118939,2025-2026,XVFC/2025-26/P/78,2026-03-23,7203.0
6187,6287.0,118939,2025-2026,XVFC/2025-26/P/80,2026-03-25,24310.0
6187,,118939,2026-2027,XVFC/2026-27/P/4,2026-05-13,2245.0
6187,,118939,2026-2027,XVFC/2026-27/P/5,2026-05-13,2174.0
6187,,118939,2026-2027,XVFC/2026-27/P/6,2026-05-13,1552.0
6187,,118939,2026-2027,XVFC/2026-27/P/7,2026-05-13,12458.0
6187,,118939,2026-2027,XVFC/2026-27/P/8,2026-05-13,15955.0
6187,,118939,2026-2027,XVFC/2026-27/P/12,2026-06-16,351.0
6187,,118939,2026-2027,XVFC/2026-27/P/13,2026-06-16,7545.0
6187,,118939,2026-2027,XVFC/2026-27/P/14,2026-06-16,6995.0
6187,,118939,2026-2027,XVFC/2026-27/P/15,2026-06-16,911.0
6187,,118939,2026-2027,XVFC/2026-27/P/16,2026-06-16,6912.0
6187,,118939,2026-2027,XVFC/2026-27/P/17,2026-06-16,1100.0
6187,,118939,2026-2027,XVFC/2026-27/P/18,2026-06-16,1100.0
6187,,118939,2026-2027,XVFC/2026-27/P/19,2026-06-16,648.0
6187,,118939,2026-2027,XVFC/2026-27/P/20,2026-06-20,33920.0
6187,,118939,2026-2027,XVFC/2026-27/P/21,2026-06-23,32000.0
6187,,118939,2026-2027,XVFC/2026-27/P/22,2026-07-10,767.0
6187,,118939,2026-2027,XVFC/2026-27/P/23,2026-07-10,1036.0
6187,,118939,2026-2027,XVFC/2026-27/P/24,2026-07-10,1035.0
6187,,118939,2026-2027,XVFC/2026-27/P/25,2026-07-10,213.0
6187,,118939,2026-2027,XVFC/2026-27/P/26,2026-07-10,4462.0
6187,,118939,2026-2027,XVFC/2026-27/P/27,2026-07-10,7231.0
6189,7106.0,117153,2021-2022,XVFC/2021-22/P/6,2022-01-13,80099.0
6189,6928.0,117153,2022-2023,XVFC/2022-23/P/26,2022-08-06,2709.0
6189,6929.0,117153,2022-2023,XVFC/2022-23/P/27,2022-08-06,127.0
6189,6930.0,117153,2022-2023,XVFC/2022-23/P/28,2022-08-06,837.0
6192,7058.0,117153,2021-2022,XVFC/2021-22/P/1,2021-04-22,92630.0
6192,6916.0,117153,2022-2023,XVFC/2022-23/P/14,2022-08-06,3420.0
6192,6917.0,117153,2022-2023,XVFC/2022-23/P/15,2022-08-06,2950.0
6192,6918.0,117153,2022-2023,XVFC/2022-23/P/16,2022-08-06,1000.0
6194,7261.0,117153,2020-2021,XVFC/2020-21/P/1,2021-03-15,55592.0
6194,6913.0,117153,2022-2023,XVFC/2022-23/P/11,2022-08-06,2049.0
6194,6914.0,117153,2022-2023,XVFC/2022-23/P/12,2022-08-06,1559.0
6194,6915.0,117153,2022-2023,XVFC/2022-23/P/13,2022-08-06,600.0
6196,7119.0,117153,2021-2022,XVFC/2021-22/P/8,2022-02-12,94660.0
6196,6876.0,117153,2022-2023,XVFC/2022-23/P/1,2022-05-31,666861.0
6196,6937.0,117153,2022-2023,XVFC/2022-23/P/35,2022-08-06,3086.0
6196,6938.0,117153,2022-2023,XVFC/2022-23/P/36,2022-08-06,250.0
6196,6939.0,117153,2022-2023,XVFC/2022-23/P/37,2022-08-06,970.0
6196,6940.0,117153,2022-2023,XVFC/2022-23/P/38,2022-08-06,22043.0
6196,6941.0,117153,2022-2023,XVFC/2022-23/P/39,2022-08-06,5130.0
6196,6942.0,117153,2022-2023,XVFC/2022-23/P/40,2022-08-06,7000.0
6197,7107.0,117153,2021-2022,XVFC/2021-22/P/7,2022-01-13,118176.0
6197,6922.0,117153,2022-2023,XVFC/2022-23/P/20,2022-08-06,3933.0
6197,6923.0,117153,2022-2023,XVFC/2022-23/P/21,2022-08-06,1641.0
6197,6924.0,117153,2022-2023,XVFC/2022-23/P/22,2022-08-06,1250.0
6198,6870.0,117153,2022-2023,5THSFC/2022-23/P/1,2022-05-31,114147.0
6198,6904.0,117153,2022-2023,5THSFC/2022-23/P/9,2022-08-06,2400.0
6198,6893.0,117153,2022-2023,5THSFC/2022-23/P/10,2022-08-06,912.0
6198,6894.0,117153,2022-2023,5THSFC/2022-23/P/11,2022-08-06,1117.0
6198,6758.0,117153,2023-2024,5THSFC/2023-24/P/7,2024-02-20,501232.0
6199,6877.0,117153,2022-2023,XVFC/2022-23/P/2,2022-05-31,92769.0
6199,6943.0,117153,2022-2023,XVFC/2022-23/P/41,2022-08-06,3401.0
6199,6944.0,117153,2022-2023,XVFC/2022-23/P/42,2022-08-06,2830.0
6199,6945.0,117153,2022-2023,XVFC/2022-23/P/43,2022-08-06,1000.0
6200,6878.0,117153,2022-2023,XVFC/2022-23/P/3,2022-05-31,60000.0
6201,6879.0,117153,2022-2023,XVFC/2022-23/P/4,2022-05-31,8000.0
6201,6880.0,117153,2022-2023,XVFC/2022-23/P/5,2022-05-31,8000.0
6201,6881.0,117153,2022-2023,XVFC/2022-23/P/6,2022-05-31,8000.0
6201,6962.0,117153,2022-2023,XVFC/2022-23/P/45,2022-11-10,10000.0
6201,6963.0,117153,2022-2023,XVFC/2022-23/P/46,2022-11-10,10000.0
6201,6964.0,117153,2022-2023,XVFC/2022-23/P/47,2022-11-10,10000.0
6201,6979.0,117153,2022-2023,XVFC/2022-23/P/53,2023-02-09,6000.0
6201,6980.0,117153,2022-2023,XVFC/2022-23/P/54,2023-02-09,6000.0
6201,6981.0,117153,2022-2023,XVFC/2022-23/P/55,2023-02-09,6000.0
6202,6912.0,117153,2022-2023,XVFC/2022-23/P/10,2022-08-06,28679.0
6214,7103.0,117153,2021-2022,XVFC/2021-22/P/3,2022-01-13,95761.0
6214,6931.0,117153,2022-2023,XVFC/2022-23/P/29,2022-08-06,3175.0
6214,6932.0,117153,2022-2023,XVFC/2022-23/P/30,2022-08-06,64.0
6214,6933.0,117153,2022-2023,XVFC/2022-23/P/31,2022-08-06,1000.0
6218,7102.0,117153,2021-2022,XVFC/2021-22/P/2,2022-01-13,92653.0
6218,6919.0,117153,2022-2023,XVFC/2022-23/P/17,2022-08-06,2935.0
6218,6920.0,117153,2022-2023,XVFC/2022-23/P/18,2022-08-06,1000.0
6218,6921.0,117153,2022-2023,XVFC/2022-23/P/19,2022-08-06,3412.0
6219,7105.0,117153,2021-2022,XVFC/2021-22/P/5,2022-01-13,85730.0
6219,6925.0,117153,2022-2023,XVFC/2022-23/P/23,2022-08-06,2888.0
6219,6926.0,117153,2022-2023,XVFC/2022-23/P/24,2022-08-06,1247.0
6219,6927.0,117153,2022-2023,XVFC/2022-23/P/25,2022-08-06,907.0
6220,7104.0,117153,2021-2022,XVFC/2021-22/P/4,2022-01-13,138808.0
6220,6934.0,117153,2022-2023,XVFC/2022-23/P/32,2022-08-06,5146.0
6220,6935.0,117153,2022-2023,XVFC/2022-23/P/33,2022-08-06,4546.0
6220,6936.0,117153,2022-2023,XVFC/2022-23/P/34,2022-08-06,1500.0
6221,7099.0,117153,2021-2022,5THSFC/2021-22/P/1,2022-01-13,92691.0
6221,6898.0,117153,2022-2023,5THSFC/2022-23/P/3,2022-08-06,2000.0
6221,6899.0,117153,2022-2023,5THSFC/2022-23/P/4,2022-08-06,2900.0
6221,6900.0,117153,2022-2023,5THSFC/2022-23/P/5,2022-08-06,1000.0
6222,6871.0,117153,2022-2023,5THSFC/2022-23/P/2,2022-05-31,47641.0
6222,6895.0,117153,2022-2023,5THSFC/2022-23/P/12,2022-08-06,1000.0
6222,6896.0,117153,2022-2023,5THSFC/2022-23/P/13,2022-08-06,273.0
6222,6897.0,117153,2022-2023,5THSFC/2022-23/P/14,2022-08-06,500.0
6223,6948.0,117153,2022-2023,XVFC/2022-23/P/9,2022-08-06,12544.0
6224,6947.0,117153,2022-2023,XVFC/2022-23/P/8,2022-08-06,12544.0
6225,6946.0,117153,2022-2023,XVFC/2022-23/P/7,2022-08-06,23176.0
6226,6965.0,117153,2022-2023,XVFC/2022-23/P/48,2022-11-10,139690.0
6226,6968.0,117153,2022-2023,XVFC/2022-23/P/49,2022-11-14,50830.0
6226,6973.0,117153,2022-2023,XVFC/2022-23/P/50,2023-01-02,74640.0
6226,6983.0,117153,2022-2023,XVFC/2022-23/P/56,2023-03-25,17237.0
6226,6731.0,117153,2023-2024,XVFC/2023-24/P/1,2023-04-25,4000.0
6226,6732.0,117153,2023-2024,XVFC/2023-24/P/2,2023-04-25,4000.0
6226,6733.0,117153,2023-2024,XVFC/2023-24/P/3,2023-04-25,4000.0
6226,6742.0,117153,2023-2024,XVFC/2023-24/P/4,2023-06-09,4000.0
6226,6743.0,117153,2023-2024,XVFC/2023-24/P/5,2023-06-09,4000.0
6226,6744.0,117153,2023-2024,XVFC/2023-24/P/6,2023-06-09,4000.0
6226,6755.0,117153,2023-2024,XVFC/2023-24/P/16,2023-09-29,6000.0
6226,6756.0,117153,2023-2024,XVFC/2023-24/P/17,2023-09-29,6000.0
6226,6757.0,117153,2023-2024,XVFC/2023-24/P/18,2023-09-29,6000.0
6226,6760.0,117153,2023-2024,XVFC/2023-24/P/19,2024-02-21,10000.0
6226,6761.0,117153,2023-2024,XVFC/2023-24/P/20,2024-02-21,10000.0
6226,6762.0,117153,2023-2024,XVFC/2023-24/P/21,2024-02-21,10000.0
6226,6784.0,117153,2023-2024,XVFC/2023-24/P/24,2024-03-18,59973.0
6226,6810.0,117153,2023-2024,XVFC/2023-24/P/26,2024-03-29,4000.0
6226,6811.0,117153,2023-2024,XVFC/2023-24/P/27,2024-03-29,4000.0
6226,6812.0,117153,2023-2024,XVFC/2023-24/P/28,2024-03-29,4000.0
6226,6605.0,117153,2024-2025,XVFC/2024-25/P/6,2025-01-21,9750.0
6226,6605.0,117153,2024-2025,XVFC/2024-25/P/6,2025-01-21,13000.0
6226,6610.0,117153,2024-2025,XVFC/2024-25/P/8,2025-03-28,9750.0
6226,6609.0,117153,2024-2025,XVFC/2024-25/P/10,2025-03-28,500.0
6234,7114.0,117153,2021-2022,5THSFC/2021-22/P/2,2022-02-12,92774.0
6234,6901.0,117153,2022-2023,5THSFC/2022-23/P/6,2022-08-06,2000.0
6234,6902.0,117153,2022-2023,5THSFC/2022-23/P/7,2022-08-06,2825.0
6234,6903.0,117153,2022-2023,5THSFC/2022-23/P/8,2022-08-06,1000.0
6236,6725.0,117153,2023-2024,5THSFC/2023-24/P/1,2023-04-15,373730.0
6236,6726.0,117153,2023-2024,5THSFC/2023-24/P/2,2023-04-15,3073.0
6236,6727.0,117153,2023-2024,5THSFC/2023-24/P/3,2023-04-15,3931.0
6238,6976.0,117153,2022-2023,XVFC/2022-23/P/51,2023-02-08,139690.0
6239,,117153,2026-2027,XVFC/2026-27/P/13,2026-06-25,1329.0
6239,,117153,2026-2027,XVFC/2026-27/P/13,2026-06-25,4330.0
6239,,117153,2026-2027,XVFC/2026-27/P/13,2026-06-25,125023.0
6242,6953.0,117153,2022-2023,XVFC/2022-23/P/44,2022-08-20,239492.0
6255,6977.0,117153,2022-2023,XVFC/2022-23/P/52,2023-02-08,92714.0
6256,6749.0,117153,2023-2024,XVFC/2023-24/P/11,2023-07-13,30000.0
6257,6748.0,117153,2023-2024,XVFC/2023-24/P/10,2023-07-13,51000.0
6258,6750.0,117153,2023-2024,XVFC/2023-24/P/9,2023-07-13,60000.0
6259,6751.0,117153,2023-2024,XVFC/2023-24/P/12,2023-07-25,82005.0
6259,6752.0,117153,2023-2024,XVFC/2023-24/P/13,2023-07-25,2141.0
6259,6753.0,117153,2023-2024,XVFC/2023-24/P/14,2023-07-25,890.0
6260,6745.0,117153,2023-2024,XVFC/2023-24/P/7,2023-06-30,7000.0
6260,6746.0,117153,2023-2024,XVFC/2023-24/P/8,2023-06-30,6700.0
6261,6754.0,117153,2023-2024,XVFC/2023-24/P/15,2023-09-27,60329.0
6261,6763.0,117153,2023-2024,XVFC/2023-24/P/22,2024-02-21,36327.0
6262,6728.0,117153,2023-2024,5THSFC/2023-24/P/4,2023-04-15,115573.0
6262,6729.0,117153,2023-2024,5THSFC/2023-24/P/5,2023-04-15,511.0
6262,6730.0,117153,2023-2024,5THSFC/2023-24/P/6,2023-04-15,1200.0
6262,6583.0,117153,2024-2025,5THSFC/2024-25/P/2,2024-06-27,115758.0
6262,6584.0,117153,2024-2025,5THSFC/2024-25/P/3,2024-06-27,1210.0
6262,6585.0,117153,2024-2025,5THSFC/2024-25/P/4,2024-06-27,691.0
6263,6984.0,117153,2022-2023,5THSFC/2022-23/P/15,2023-03-28,196800.0
6263,6985.0,117153,2022-2023,5THSFC/2022-23/P/16,2023-03-28,187200.0
6422,6813.0,117153,2023-2024,XVFC/2023-24/P/29,2024-03-29,11682.0
6490,6582.0,117153,2024-2025,5THSFC/2024-25/P/1,2024-06-27,103500.0
6490,6600.0,117153,2024-2025,5THSFC/2024-25/P/8,2024-11-12,1149.0
6490,6600.0,117153,2024-2025,5THSFC/2024-25/P/8,2024-11-12,2668.0
6490,6600.0,117153,2024-2025,5THSFC/2024-25/P/8,2024-11-12,4902.0
6491,6759.0,117153,2023-2024,5THSFC/2023-24/P/8,2024-02-21,22433.0
6505,6599.0,117153,2024-2025,XVFC/2024-25/P/4,2024-11-11,18750.0
6505,6599.0,117153,2024-2025,XVFC/2024-25/P/4,2024-11-11,22000.0
6505,6611.0,117153,2024-2025,XVFC/2024-25/P/9,2025-03-28,9250.0
6506,6581.0,117153,2024-2025,XVFC/2024-25/P/1,2024-06-26,200920.0
6507,6764.0,117153,2023-2024,XVFC/2023-24/P/23,2024-02-23,90000.0
6507,6592.0,117153,2024-2025,XVFC/2024-25/P/2,2024-06-29,4000.0
6507,6593.0,117153,2024-2025,XVFC/2024-25/P/3,2024-06-29,1000.0
6508,6808.0,117153,2023-2024,5THSFC/2023-24/P/9,2024-03-29,182766.0
6508,6586.0,117153,2024-2025,5THSFC/2024-25/P/5,2024-06-29,11391.0
6508,6587.0,117153,2024-2025,5THSFC/2024-25/P/6,2024-06-29,2015.0
6508,6588.0,117153,2024-2025,5THSFC/2024-25/P/7,2024-06-29,529.0
6509,6809.0,117153,2023-2024,XVFC/2023-24/P/25,2024-03-29,100001.0
6509,6522.0,117153,2025-2026,XVFC/2025-26/P/5,2026-03-17,76800.0
6568,6506.0,117153,2025-2026,5THSFC/2025-26/P/3,2026-01-12,135000.0
6568,6516.0,117153,2025-2026,5THSFC/2025-26/P/6,2026-01-31,1499.0
6568,6516.0,117153,2025-2026,5THSFC/2025-26/P/6,2026-01-31,2670.0
6568,6516.0,117153,2025-2026,5THSFC/2025-26/P/6,2026-01-31,4819.0
6569,6647.0,117153,2024-2025,XVFC/2024-25/P/14,2025-03-29,64691.0
6570,6502.0,117153,2025-2026,5THSFC/2025-26/P/1,2025-05-17,90000.0
6574,6518.0,117153,2025-2026,XVFC/2025-26/P/3,2026-01-31,2621.0
6574,6518.0,117153,2025-2026,XVFC/2025-26/P/3,2026-01-31,3577.0
6574,6518.0,117153,2025-2026,XVFC/2025-26/P/3,2026-01-31,341230.0
6577,6531.0,117153,2025-2026,XVFC/2025-26/P/9,2026-03-27,180000.0
6579,,117153,2026-2027,XVFC/2026-27/P/10,2026-06-25,3150.0
6592,,117153,2026-2027,XVFC/2026-27/P/8,2026-06-25,3150.0
6593,,117153,2026-2027,XVFC/2026-27/P/12,2026-06-25,3150.0
6594,,117153,2026-2027,XVFC/2026-27/P/5,2026-06-25,78750.0
6595,,117153,2026-2027,XVFC/2026-27/P/9,2026-06-25,3150.0
6625,6644.0,117153,2024-2025,XVFC/2024-25/P/11,2025-03-29,184964.0
6627,6601.0,117153,2024-2025,XVFC/2024-25/P/5,2024-11-19,84285.0
6627,6607.0,117153,2024-2025,XVFC/2024-25/P/7,2025-03-26,30853.0
6640,,117153,2026-2027,XVFC/2026-27/P/11,2026-06-25,3150.0
6641,6604.0,117153,2024-2025,5THSFC/2024-25/P/9,2025-01-21,135000.0
6641,6608.0,117153,2024-2025,5THSFC/2024-25/P/11,2025-03-27,1486.0
6641,6608.0,117153,2024-2025,5THSFC/2024-25/P/11,2025-03-27,3383.0
6641,6608.0,117153,2024-2025,5THSFC/2024-25/P/11,2025-03-27,3542.0
6642,,117153,2026-2027,XVFC/2026-27/P/1,2026-06-01,180000.0
6642,,117153,2026-2027,XVFC/2026-27/P/4,2026-06-25,2000.0
6642,,117153,2026-2027,XVFC/2026-27/P/4,2026-06-25,5892.0
6642,,117153,2026-2027,XVFC/2026-27/P/4,2026-06-25,8924.0
6644,6612.0,117153,2024-2025,5THSFC/2024-25/P/12,2025-03-29,27683.0
6645,6645.0,117153,2024-2025,XVFC/2024-25/P/12,2025-03-29,46220.0
