activity_code,is_delegated,delegated_unit_code,delegated_unit_type,delegated_unit_level,delegated_unit_category,is_shareable,delegated_parent_unit_code
118854841,,,,,,False,
118854860,,,,,,False,
120736735,,,,,,False,
120736744,,,,,,False,
120736767,,,,,,False,
120736783,,,,,,False,
120736810,,,,,,False,
120736828,,,,,,False,
120736845,,,,,,False,
120736861,,,,,,False,
120736937,,,,,,False,
120762477,,,,,,False,
120762686,,,,,,False,
120762831,,,,,,False,
120762986,,,,,,False,
120763121,,,,,,False,
120763417,,,,,,False,
120763588,,,,,,False,
120763715,,,,,,False,
120763867,,,,,,False,
120764003,,,,,,False,
120764145,,,,,,False,
120764391,,,,,,False,
120764547,,,,,,False,
120764754,,,,,,False,
120764897,,,,,,False,
120765054,,,,,,False,
120765191,,,,,,False,
120765333,,,,,,False,
120765587,,,,,,False,
120765726,,,,,,False,
120765870,,,,,,False,
120766000,,,,,,False,
120766326,,,,,,False,
120766461,,,,,,False,
120766635,,,,,,False,
120766732,,,,,,False,
120766853,,,,,,False,
120766979,,,,,,False,
120767099,,,,,,False,
120767236,,,,,,False,
120767335,,,,,,False,
120767468,,,,,,False,
120767613,,,,,,False,
120767741,,,,,,False,
120767870,,,,,,False,
120767999,,,,,,False,
120768114,,,,,,False,
120768239,,,,,,False,
120768379,,,,,,False,
120768533,,,,,,False,
120768693,,,,,,False,
123467138,,,,,,False,
123467462,,,,,,False,
123469811,,,,,,False,
127632520,,,,,,False,
123361564,,,,,,False,
123362365,,,,,,False,
123362979,,,,,,False,
123364401,,,,,,False,
123365329,,,,,,False,
123369541,,,,,,False,
123375228,,,,,,False,
123377827,,,,,,False,
123379333,,,,,,False,
123380046,,,,,,False,
123381563,,,,,,False,
123382448,,,,,,False,
123383534,,,,,,False,
123384320,,,,,,False,
123385383,,,,,,False,
123385938,,,,,,False,
123386594,,,,,,False,
123388537,,,,,,False,
123403421,,,,,,False,
127632485,,,,,,False,
123404462,,,,,,False,
44477929,,,,,,,
44478085,,,,,,,
44478113,,,,,,,
44478149,,,,,,,
44478190,,,,,,,
44478236,,,,,,,
49925583,,,,,,,
49925715,,,,,,,
49926196,,,,,,,
49926390,,,,,,,
51394139,,,,,,,
51398344,,,,,,,
51398506,,,,,,,
63292706,,,,,,,
44478035,,,,,,,
44473426,,,,,,,
44477215,,,,,,,
44477294,,,,,,,
44477526,,,,,,,
44477686,,,,,,,
44477723,,,,,,,
49923475,,,,,,,
49923633,,,,,,,
49923830,,,,,,,
49924130,,,,,,,
49924434,,,,,,,
49924584,,,,,,,
49924832,,,,,,,
49925179,,,,,,,
49925355,,,,,,,
49925943,,,,,,,
63292660,,,,,,,
63292671,,,,,,,
63292871,,,,,,,
44473384,,,,,,,
44473527,,,,,,,
44477162,,,,,,,
44477360,,,,,,,
44477401,,,,,,,
44477441,,,,,,,
44477564,,,,,,,
44477620,,,,,,,
44477753,,,,,,,
44477804,,,,,,,
44477840,,,,,,,
44477885,,,,,,,
47718772,,,,,,,
49924953,,,,,,,
54520907,,,,,,,
54521016,,,,,,,
54521070,,,,,,,
54521127,,,,,,,
54521249,,,,,,,
54521316,,,,,,,
54521379,,,,,,,
63293148,,,,,,,
63879515,,,,,,,
64028515,,,,,,,
65478755,,,,,,False,
65478977,,,,,,False,
65479324,,,,,,False,
66450560,,,,,,False,
66819883,,,,,,False,
64028527,,,,,,,
64028536,,,,,,,
64028546,,,,,,,
48344782,,,,,,,
48344833,,,,,,,
48344875,,,,,,,
48345021,,,,,,,
48345342,,,,,,,
48345420,,,,,,,
63292618,,,,,,,
65478931,,,,,,False,
65479238,,,,,,False,
65479275,,,,,,False,
66450063,,,,,,False,
66819847,,,,,,False,
48344916,,,,,,,
48344965,,,,,,,
48345115,,,,,,,
48345221,,,,,,,
48345257,,,,,,,
48345308,,,,,,,
48345381,,,,,,,
48345496,,,,,,,
48345564,,,,,,,
48345610,,,,,,,
48345648,,,,,,,
48345725,,,,,,,
48345775,,,,,,,
48345803,,,,,,,
48345889,,,,,,,
48345951,,,,,,,
48345995,,,,,,,
48346038,,,,,,,
48346086,,,,,,,
48346134,,,,,,,
48346170,,,,,,,
48346224,,,,,,,
54520682,,,,,,,
54520962,,,,,,,
54759995,,,,,,,
54760018,,,,,,,
61947349,,,,,,,
61947618,,,,,,,
65260102,,,,,,False,
65260477,,,,,,False,
65261170,,,,,,False,
65261867,,,,,,False,
65311537,,,,,,False,
66670220,,,,,,False,
65260513,,,,,,False,
64747839,,,,,,False,
64747969,,,,,,False,
65260067,,,,,,False,
65260165,,,,,,False,
65260264,,,,,,False,
65260294,,,,,,False,
65260325,,,,,,False,
65260337,,,,,,False,
65260362,,,,,,False,
65260618,,,,,,False,
65260704,,,,,,False,
65260734,,,,,,False,
65260847,,,,,,False,
65261025,,,,,,False,
65261048,,,,,,False,
65261104,,,,,,False,
65261308,,,,,,False,
65261636,,,,,,False,
65261664,,,,,,False,
65311838,,,,,,False,
66670204,,,,,,False,
66670233,,,,,,False,
66670247,,,,,,False,
66670256,,,,,,False,
86744952,,,,,,False,
106408324,,,,,,False,
65260129,,,,,,False,
65260186,,,,,,False,
65260821,,,,,,False,
65261431,,,,,,False,
65261482,,,,,,False,
65261514,,,,,,False,
65261795,,,,,,False,
65261838,,,,,,False,
72812194,,,,,,False,
72826065,,,,,,False,
76402992,,,,,,False,
76404396,,,,,,False,
76405150,,,,,,False,
76406237,,,,,,False,
76407193,,,,,,False,
76408010,,,,,,False,
76408628,,,,,,False,
76409556,,,,,,False,
76425258,,,,,,False,
76425872,,,,,,False,
76426434,,,,,,False,
76426939,,,,,,False,
76427404,,,,,,False,
76428277,,,,,,False,
76428846,,,,,,False,
76429659,,,,,,False,
76432059,,,,,,False,
76432818,,,,,,False,
76433385,,,,,,False,
76435734,,,,,,False,
76436436,,,,,,False,
76436760,,,,,,False,
76438436,,,,,,False,
76438787,,,,,,False,
76439053,,,,,,False,
76439364,,,,,,False,
76439520,,,,,,False,
76439796,,,,,,False,
76440329,,,,,,False,
76440646,,,,,,False,
76441569,,,,,,False,
76441905,,,,,,False,
76442273,,,,,,False,
76442746,,,,,,False,
76443071,,,,,,False,
76500302,,,,,,False,
76510728,,,,,,False,
76525326,,,,,,False,
76552922,,,,,,False,
77298721,,,,,,False,
77299816,,,,,,False,
77300850,,,,,,False,
77302258,,,,,,False,
77303012,,,,,,False,
77303763,,,,,,False,
77305047,,,,,,False,
77305610,,,,,,False,
77306121,,,,,,False,
77311028,,,,,,False,
77311811,,,,,,False,
77314195,,,,,,False,
77317346,,,,,,False,
77322951,,,,,,False,
77325471,,,,,,False,
77326350,,,,,,False,
77419693,,,,,,False,
77421359,,,,,,False,
77422777,,,,,,False,
77424078,,,,,,False,
77424953,,,,,,False,
77425511,,,,,,False,
77426468,,,,,,False,
77427172,,,,,,False,
77428544,,,,,,False,
77429178,,,,,,False,
77430193,,,,,,False,
77431286,,,,,,False,
77432161,,,,,,False,
77433423,,,,,,False,
77435131,,,,,,False,
77435599,,,,,,False,
77436116,,,,,,False,
77436698,,,,,,False,
77437835,,,,,,False,
77438509,,,,,,False,
77439131,,,,,,False,
78214359,,,,,,False,
78215035,,,,,,False,
78215661,,,,,,False,
78219276,,,,,,False,
78220390,,,,,,False,
78222690,,,,,,False,
78223142,,,,,,False,
78224197,,,,,,False,
78227113,,,,,,False,
78227455,,,,,,False,
78227887,,,,,,False,
78228410,,,,,,False,
78228832,,,,,,False,
78230827,,,,,,False,
78231012,,,,,,False,
78231262,,,,,,False,
78231346,,,,,,False,
78231559,,,,,,False,
78231663,,,,,,False,
78231762,,,,,,False,
78231831,,,,,,False,
78231899,,,,,,False,
78231954,,,,,,False,
78232009,,,,,,False,
78232055,,,,,,False,
78232133,,,,,,False,
78232258,,,,,,False,
78232298,,,,,,False,
78232352,,,,,,False,
78232399,,,,,,False,
78232440,,,,,,False,
78232511,,,,,,False,
78232615,,,,,,False,
78232658,,,,,,False,
78232694,,,,,,False,
78232725,,,,,,False,
78232746,,,,,,False,
78250613,,,,,,False,
78250913,,,,,,False,
78251380,,,,,,False,
78251954,,,,,,False,
78252430,,,,,,False,
78252904,,,,,,False,
78253591,,,,,,False,
78254516,,,,,,False,
78255601,,,,,,False,
78256337,,,,,,False,
78261587,,,,,,False,
78261957,,,,,,False,
80418665,,,,,,False,
80419994,,,,,,False,
80420701,,,,,,False,
80420940,,,,,,False,
80421118,,,,,,False,
80421320,,,,,,False,
80421611,,,,,,False,
80421817,,,,,,False,
80422546,,,,,,False,
80422861,,,,,,False,
80423076,,,,,,False,
80423648,,,,,,False,
80424167,,,,,,False,
80424629,,,,,,False,
80424838,,,,,,False,
80425095,,,,,,False,
80425438,,,,,,False,
80429642,,,,,,False,
80429959,,,,,,False,
80475911,,,,,,False,
80476833,,,,,,False,
80477240,,,,,,False,
80479476,,,,,,False,
80479778,,,,,,False,
80479993,,,,,,False,
80480228,,,,,,False,
80480438,,,,,,False,
80480624,,,,,,False,
80480841,,,,,,False,
80481044,,,,,,False,
80481237,,,,,,False,
80481444,,,,,,False,
80481631,,,,,,False,
80481909,,,,,,False,
80482146,,,,,,False,
80482357,,,,,,False,
80482561,,,,,,False,
80482745,,,,,,False,
80482965,,,,,,False,
80483176,,,,,,False,
80483375,,,,,,False,
80483646,,,,,,False,
80485069,,,,,,False,
80485315,,,,,,False,
80485616,,,,,,False,
80485918,,,,,,False,
80486116,,,,,,False,
80486304,,,,,,False,
80486517,,,,,,False,
80486765,,,,,,False,
80486927,,,,,,False,
81590256,,,,,,False,
81593560,,,,,,False,
81599593,,,,,,False,
81645550,,,,,,False,
81645859,,,,,,False,
81646461,,,,,,False,
81646880,,,,,,False,
81771730,,,,,,False,
81774471,,,,,,False,
81775421,,,,,,False,
81776278,,,,,,False,
81777162,,,,,,False,
81777679,,,,,,False,
81779353,,,,,,False,
81780035,,,,,,False,
81780649,,,,,,False,
81781440,,,,,,False,
81782402,,,,,,False,
81784075,,,,,,False,
81784381,,,,,,False,
81784590,,,,,,False,
81784930,,,,,,False,
81785281,,,,,,False,
81785534,,,,,,False,
81785702,,,,,,False,
81785852,,,,,,False,
81786019,,,,,,False,
81786319,,,,,,False,
81787038,,,,,,False,
81787197,,,,,,False,
81787444,,,,,,False,
81787609,,,,,,False,
81787828,,,,,,False,
81787977,,,,,,False,
81788084,,,,,,False,
72808716,,,,,,False,
72809584,,,,,,False,
72816180,,,,,,False,
72817945,,,,,,False,
72820363,,,,,,False,
72822074,,,,,,False,
72824489,,,,,,False,
72824864,,,,,,False,
72825391,,,,,,False,
81591232,,,,,,False,
81594222,,,,,,False,
81595644,,,,,,False,
81596860,,,,,,False,
81598620,,,,,,False,
81598941,,,,,,False,
81600042,,,,,,False,
81644529,,,,,,False,
81644785,,,,,,False,
81644988,,,,,,False,
96877019,,,,,,False,
96878447,,,,,,False,
96879867,,,,,,False,
98112862,,,,,,False,
98113484,,,,,,False,
98114057,,,,,,False,
98114717,,,,,,False,
98115326,,,,,,False,
98116490,,,,,,False,
98117339,,,,,,False,
98117977,,,,,,False,
98119200,,,,,,False,
98120035,,,,,,False,
98120862,,,,,,False,
98121326,,,,,,False,
98121930,,,,,,False,
98124802,,,,,,False,
98126379,,,,,,False,
98130296,,,,,,False,
98132043,,,,,,False,
98132436,,,,,,False,
98132977,,,,,,False,
98135059,,,,,,False,
98135488,,,,,,False,
98136545,,,,,,False,
98137764,,,,,,False,
98365806,,,,,,False,
98365950,,,,,,False,
98366164,,,,,,False,
98366313,,,,,,False,
98366455,,,,,,False,
98380589,,,,,,False,
98380894,,,,,,False,
98396114,,,,,,False,
98396578,,,,,,False,
98397253,,,,,,False,
98399600,,,,,,False,
98400985,,,,,,False,
98402041,,,,,,False,
98416400,,,,,,False,
98416894,,,,,,False,
98418117,,,,,,False,
98418536,,,,,,False,
98420443,,,,,,False,
98420937,,,,,,False,
98421328,,,,,,False,
98421760,,,,,,False,
98422291,,,,,,False,
98422860,,,,,,False,
98423311,,,,,,False,
98423821,,,,,,False,
98424481,,,,,,False,
98425594,,,,,,False,
98427667,,,,,,False,
98429670,,,,,,False,
98430440,,,,,,False,
98431068,,,,,,False,
98431834,,,,,,False,
98432705,,,,,,False,
98433042,,,,,,False,
98433518,,,,,,False,
98433794,,,,,,False,
98434364,,,,,,False,
98434818,,,,,,False,
98435103,,,,,,False,
98435459,,,,,,False,
98436027,,,,,,False,
98436465,,,,,,False,
98436818,,,,,,False,
98449179,,,,,,False,
98457128,,,,,,False,
98457372,,,,,,False,
98457656,,,,,,False,
98457802,,,,,,False,
98458082,,,,,,False,
98458414,,,,,,False,
98458672,,,,,,False,
98459385,,,,,,False,
98459636,,,,,,False,
98459756,,,,,,False,
98459981,,,,,,False,
98460306,,,,,,False,
98460598,,,,,,False,
98460631,,,,,,False,
98460747,,,,,,False,
98460871,,,,,,False,
98461086,,,,,,False,
98461189,,,,,,False,
98461306,,,,,,False,
98461611,,,,,,False,
98499749,,,,,,False,
98499875,,,,,,False,
98499976,,,,,,False,
98500099,,,,,,False,
98500191,,,,,,False,
98500311,,,,,,False,
98500379,,,,,,False,
98500477,,,,,,False,
98500543,,,,,,False,
98500622,,,,,,False,
98500758,,,,,,False,
98500854,,,,,,False,
98501026,,,,,,False,
98501289,,,,,,False,
98501394,,,,,,False,
98501605,,,,,,False,
98516901,,,,,,False,
98516953,,,,,,False,
98517040,,,,,,False,
98517148,,,,,,False,
98517280,,,,,,False,
98517465,,,,,,False,
98517667,,,,,,False,
98520349,,,,,,False,
98521429,,,,,,False,
98521720,,,,,,False,
98522414,,,,,,False,
98523130,,,,,,False,
98523695,,,,,,False,
98523895,,,,,,False,
98524587,,,,,,False,
98526631,,,,,,False,
98526851,,,,,,False,
98527688,,,,,,False,
98528184,,,,,,False,
98528362,,,,,,False,
98528487,,,,,,False,
98532184,,,,,,False,
98533310,,,,,,False,
98533681,,,,,,False,
98534097,,,,,,False,
98534387,,,,,,False,
98534599,,,,,,False,
98535131,,,,,,False,
98535472,,,,,,False,
98535842,,,,,,False,
98536057,,,,,,False,
98536445,,,,,,False,
98538037,,,,,,False,
98538610,,,,,,False,
98539403,,,,,,False,
98565533,,,,,,False,
98565764,,,,,,False,
98566118,,,,,,False,
98566349,,,,,,False,
98566607,,,,,,False,
98566930,,,,,,False,
98567155,,,,,,False,
98567573,,,,,,False,
98568145,,,,,,False,
98572677,,,,,,False,
98573214,,,,,,False,
98573659,,,,,,False,
98574123,,,,,,False,
98574533,,,,,,False,
98575740,,,,,,False,
98576201,,,,,,False,
98576709,,,,,,False,
98577240,,,,,,False,
98577711,,,,,,False,
98578309,,,,,,False,
98578806,,,,,,False,
98579320,,,,,,False,
98579678,,,,,,False,
98580182,,,,,,False,
98580656,,,,,,False,
98581151,,,,,,False,
98581917,,,,,,False,
98582300,,,,,,False,
98582722,,,,,,False,
98583145,,,,,,False,
98583747,,,,,,False,
98584298,,,,,,False,
98584794,,,,,,False,
98585156,,,,,,False,
98585608,,,,,,False,
98585989,,,,,,False,
98586360,,,,,,False,
98587776,,,,,,False,
98588102,,,,,,False,
98588438,,,,,,False,
98589241,,,,,,False,
98589617,,,,,,False,
98589907,,,,,,False,
98590333,,,,,,False,
98590854,,,,,,False,
98596005,,,,,,False,
98597307,,,,,,False,
100913334,,,,,,False,
101195208,,,,,,False,
101195880,,,,,,False,
101196287,,,,,,False,
101196594,,,,,,False,
101197456,,,,,,False,
101197890,,,,,,False,
101201434,,,,,,False,
101201833,,,,,,False,
101340552,,,,,,False,
101341174,,,,,,False,
108993548,,,,,,False,
125992427,,,,,,False,
98573972,,,,,,False,
98574290,,,,,,False,
98574791,,,,,,False,
98575261,,,,,,False,
98575977,,,,,,False,
98586683,,,,,,False,
98588078,,,,,,False,
98592992,,,,,,False,
98594054,,,,,,False,
101194805,,,,,,False,
101198477,,,,,,False,
101200818,,,,,,False,
108993465,,,,,,False,
108993503,,,,,,False,
125992463,,,,,,False,
98588561,,,,,,False,
98595231,,,,,,False,
101195555,,,,,,False,
101200362,,,,,,False,
108786429,,,,,,False,
108786473,,,,,,False,
108786511,,,,,,False,
108786596,,,,,,False,
108786673,,,,,,False,
115852759,,,,,,False,
115864311,,,,,,False,
115867398,,,,,,False,
115870018,,,,,,False,
115874592,,,,,,False,
115880321,,,,,,False,
115882372,,,,,,False,
115892190,,,,,,False,
115897781,,,,,,False,
115934687,,,,,,False,
115936448,,,,,,False,
115938518,,,,,,False,
115954198,,,,,,False,
115968617,,,,,,False,
115973033,,,,,,False,
115979943,,,,,,False,
115983435,,,,,,False,
116134068,,,,,,False,
116139488,,,,,,False,
116141199,,,,,,False,
116143083,,,,,,False,
116145364,,,,,,False,
116147161,,,,,,False,
116320868,,,,,,False,
116321621,,,,,,False,
116322435,,,,,,False,
116323575,,,,,,False,
116324404,,,,,,False,
116325601,,,,,,False,
116326386,,,,,,False,
116327501,,,,,,False,
116328708,,,,,,False,
116329740,,,,,,False,
116330788,,,,,,False,
116332269,,,,,,False,
116333587,,,,,,False,
117051807,,,,,,False,
117052954,,,,,,False,
117054768,,,,,,False,
117056570,,,,,,False,
117057922,,,,,,False,
117058812,,,,,,False,
117060208,,,,,,False,
117062784,,,,,,False,
117063588,,,,,,False,
117064546,,,,,,False,
117067074,,,,,,False,
117069885,,,,,,False,
117070943,,,,,,False,
117072003,,,,,,False,
117073081,,,,,,False,
117078178,,,,,,False,
117080535,,,,,,False,
117085299,,,,,,False,
117086081,,,,,,False,
117086783,,,,,,,
117087750,,,,,,False,
117089339,,,,,,False,
117090329,,,,,,False,
117090917,,,,,,False,
117091812,,,,,,False,
117093276,,,,,,False,
117095071,,,,,,False,
117095574,,,,,,False,
117096175,,,,,,False,
117097166,,,,,,False,
117098172,,,,,,False,
117098596,,,,,,False,
117099045,,,,,,False,
117099442,,,,,,False,
117100163,,,,,,False,
117100724,,,,,,False,
117101201,,,,,,False,
117101952,,,,,,False,
117102811,,,,,,False,
117103496,,,,,,False,
117104095,,,,,,False,
117104942,,,,,,False,
117105672,,,,,,False,
117106087,,,,,,False,
117106426,,,,,,False,
117107096,,,,,,False,
117107338,,,,,,False,
117107749,,,,,,False,
117107960,,,,,,False,
117108146,,,,,,False,
117108380,,,,,,False,
117108571,,,,,,False,
117109574,,,,,,,
117110843,,,,,,False,
117111326,,,,,,False,
117111648,,,,,,False,
117129165,,,,,,False,
117129901,,,,,,False,
117130567,,,,,,False,
117130987,,,,,,False,
117133738,,,,,,False,
117134469,,,,,,False,
117135430,,,,,,False,
117137093,,,,,,False,
117141250,,,,,,False,
117142101,,,,,,False,
117142704,,,,,,False,
117143622,,,,,,False,
117144415,,,,,,False,
117146139,,,,,,False,
117146850,,,,,,False,
117147737,,,,,,False,
117148710,,,,,,False,
117149185,,,,,,False,
117149789,,,,,,False,
117150289,,,,,,False,
117150719,,,,,,False,
117177788,,,,,,False,
117177960,,,,,,False,
117178279,,,,,,False,
117178788,,,,,,False,
117179065,,,,,,False,
117179923,,,,,,False,
117233551,,,,,,False,
117234004,,,,,,False,
117234476,,,,,,False,
117235164,,,,,,False,
117235562,,,,,,False,
117237311,,,,,,False,
117238107,,,,,,False,
117240560,,,,,,False,
117241110,,,,,,False,
117262330,,,,,,False,
117262685,,,,,,False,
117263028,,,,,,False,
117263511,,,,,,False,
117263886,,,,,,False,
117264322,,,,,,False,
117265680,,,,,,False,
117266350,,,,,,False,
117266945,,,,,,False,
117267746,,,,,,False,
117268959,,,,,,False,
117271190,,,,,,False,
117271909,,,,,,False,
117273515,,,,,,False,
117274039,,,,,,False,
117274833,,,,,,False,
117275872,,,,,,False,
117276673,,,,,,False,
117277270,,,,,,False,
117278044,,,,,,False,
117278511,,,,,,False,
117278948,,,,,,False,
117279741,,,,,,False,
117280323,,,,,,False,
117281929,,,,,,False,
117282452,,,,,,False,
117287279,,,,,,False,
117287936,,,,,,False,
117288401,,,,,,False,
117289321,,,,,,False,
117289678,,,,,,False,
117289986,,,,,,False,
117290355,,,,,,False,
117291285,,,,,,False,
117292380,,,,,,False,
117292825,,,,,,False,
117465136,,,,,,False,
117465544,,,,,,False,
117465979,,,,,,False,
117467027,,,,,,False,
117467376,,,,,,False,
117467716,,,,,,False,
117468829,,,,,,False,
117469272,,,,,,False,
117470053,,,,,,False,
117470982,,,,,,False,
117471668,,,,,,False,
117472107,,,,,,False,
117473023,,,,,,False,
117473374,,,,,,False,
117474765,,,,,,False,
117475699,,,,,,False,
117476029,,,,,,False,
117476753,,,,,,False,
117477118,,,,,,False,
117477450,,,,,,False,
117898555,,,,,,False,
117899153,,,,,,,
117900125,,,,,,False,
117900915,,,,,,False,
117901338,,,,,,False,
117901864,,,,,,False,
117902284,,,,,,False,
117904847,,,,,,False,
117906588,,,,,,False,
117908584,,,,,,False,
117909647,,,,,,False,
117910729,,,,,,False,
117913858,,,,,,False,
117914572,,,,,,False,
117915280,,,,,,False,
117915679,,,,,,False,
117916072,,,,,,False,
117916401,,,,,,False,
117916983,,,,,,,
117917353,,,,,,False,
117918868,,,,,,False,
117920514,,,,,,False,
117920995,,,,,,False,
118405405,,,,,,,
118405842,,,,,,,
118410089,,,,,,False,
118410569,,,,,,False,
118412352,,,,,,False,
118414223,,,,,,False,
118414383,,,,,,False,
118414485,,,,,,False,
118414589,,,,,,False,
118414764,,,,,,False,
119427265,,,,,,False,
119427575,,,,,,False,
119428858,,,,,,False,
121205376,,,,,,False,
121213449,,,,,,False,
121254740,,,,,,False,
121254924,,,,,,False,
121255360,,,,,,False,
121255576,,,,,,False,
121255923,,,,,,False,
121256242,,,,,,,
121256537,,,,,,False,
117904141,,,,,,,
117905846,,,,,,False,
117909947,,,,,,False,
117910218,,,,,,False,
121260668,,,,,,False,
44263092,,,,,,,
44263284,,,,,,,
44263412,,,,,,,
55495132,,,,,,,
86049361,,,,,,False,
44262892,,,,,,,
44262960,,,,,,,
44263527,,,,,,,
44263588,,,,,,,
44263610,,,,,,,
44263652,,,,,,,
44263688,,,,,,,
44263711,,,,,,,
44263738,,,,,,,
44263760,,,,,,,
44263795,,,,,,,
55495293,,,,,,,
55495463,,,,,,,
55495778,,,,,,,
55496116,,,,,,,
55496241,,,,,,,
62418696,,,,,,,
62418775,,,,,,,
66382203,,,,,,False,
66382205,,,,,,False,
66382207,,,,,,False,
86049605,,,,,,False,
86049858,,,,,,False,
44262925,,,,,,,
44262984,,,,,,,
44263011,,,,,,,
44263045,,,,,,,
44263216,,,,,,,
44263560,,,,,,,
56034616,,,,,,,
48560399,,,,,,,
48560488,,,,,,,
48560560,,,,,,,
48560648,,,,,,,
48564424,,,,,,,
48564809,,,,,,,
48567027,,,,,,,
85957262,,,,,,False,
85957667,,,,,,False,
48564893,,,,,,,
48559906,,,,,,,
48559984,,,,,,,
48560729,,,,,,,
48560819,,,,,,,
48560896,,,,,,,
48560959,,,,,,,
48561132,,,,,,,
48561207,,,,,,,
48561288,,,,,,,
48561388,,,,,,,
48561532,,,,,,,
48561599,,,,,,,
48564102,,,,,,,
48564332,,,,,,,
48564521,,,,,,,
48564637,,,,,,,
62417995,,,,,,,
62418084,,,,,,,
62418347,,,,,,,
85957042,,,,,,False,
48560065,,,,,,,
48560118,,,,,,,
48560214,,,,,,,
48560282,,,,,,,
48561037,,,,,,,
48561471,,,,,,,
48564235,,,,,,,
61990054,,,,,,,
61990099,,,,,,,
61990108,,,,,,,
64839426,,,,,,False,
64839584,,,,,,False,
66621630,,,,,,False,
61990074,,,,,,,
61990193,,,,,,,
61990210,,,,,,,
61990217,,,,,,,
64839205,,,,,,False,
64839232,,,,,,False,
64839300,,,,,,False,
64839356,,,,,,False,
64839473,,,,,,False,
64839536,,,,,,False,
64839622,,,,,,False,
64839689,,,,,,False,
66411014,,,,,,False,
61990202,,,,,,,
75716135,,,,,,False,
75716990,,,,,,False,
75718087,,,,,,False,
75718678,,,,,,False,
75719350,,,,,,False,
75758628,,,,,,False,
75758838,,,,,,False,
75759047,,,,,,False,
75759233,,,,,,False,
75759411,,,,,,False,
75759584,,,,,,False,
75759853,,,,,,False,
75760150,,,,,,False,
75760351,,,,,,False,
75760476,,,,,,False,
75760646,,,,,,False,
75761042,,,,,,False,
75761171,,,,,,False,
75761314,,,,,,False,
75761461,,,,,,False,
75761617,,,,,,False,
75761755,,,,,,False,
75762073,,,,,,False,
75762361,,,,,,False,
75771226,,,,,,False,
75771317,,,,,,False,
75771451,,,,,,False,
75771545,,,,,,False,
75771635,,,,,,False,
75775620,,,,,,False,
75775740,,,,,,False,
75775848,,,,,,False,
75775950,,,,,,False,
75776064,,,,,,False,
75776173,,,,,,False,
75776278,,,,,,False,
75776372,,,,,,False,
75776485,,,,,,False,
75776604,,,,,,False,
75776874,,,,,,False,
75777173,,,,,,False,
75777309,,,,,,False,
75777400,,,,,,False,
75777531,,,,,,False,
75777656,,,,,,False,
75777769,,,,,,False,
75777886,,,,,,False,
75778012,,,,,,False,
75778161,,,,,,False,
75778296,,,,,,False,
75778450,,,,,,False,
76394797,,,,,,False,
76440297,,,,,,False,
76440805,,,,,,False,
76442450,,,,,,False,
76662871,,,,,,False,
76663943,,,,,,False,
76664668,,,,,,False,
76665566,,,,,,False,
76666323,,,,,,False,
76666762,,,,,,False,
76667454,,,,,,False,
76668697,,,,,,False,
76669184,,,,,,False,
76669635,,,,,,False,
76670088,,,,,,False,
76670354,,,,,,False,
76670540,,,,,,False,
76670717,,,,,,False,
76670945,,,,,,False,
76671348,,,,,,False,
76671617,,,,,,False,
76671786,,,,,,False,
76672479,,,,,,False,
76673000,,,,,,False,
76673430,,,,,,False,
76914253,,,,,,False,
76916607,,,,,,False,
76919983,,,,,,False,
80204023,,,,,,False,
80204865,,,,,,False,
80282535,,,,,,False,
80283249,,,,,,False,
80285181,,,,,,False,
80286374,,,,,,False,
80287040,,,,,,False,
80287642,,,,,,False,
80289324,,,,,,False,
80497394,,,,,,False,
80499284,,,,,,False,
80500464,,,,,,False,
80500940,,,,,,False,
80501417,,,,,,False,
80502339,,,,,,False,
80502928,,,,,,False,
80539543,,,,,,False,
80540359,,,,,,False,
80540956,,,,,,False,
80541245,,,,,,False,
80541578,,,,,,False,
80543174,,,,,,False,
80543844,,,,,,False,
80544128,,,,,,False,
80544519,,,,,,False,
80544866,,,,,,False,
80545194,,,,,,False,
80667687,,,,,,False,
80669014,,,,,,False,
81213667,,,,,,False,
81803431,,,,,,False,
81803499,,,,,,False,
81803574,,,,,,False,
81803822,,,,,,False,
81803885,,,,,,False,
81804037,,,,,,False,
81804105,,,,,,False,
81804193,,,,,,False,
81804347,,,,,,False,
81804468,,,,,,False,
81804533,,,,,,False,
81804594,,,,,,False,
81804663,,,,,,False,
81804719,,,,,,False,
81804815,,,,,,False,
81804893,,,,,,False,
81805203,,,,,,False,
81805294,,,,,,False,
81805412,,,,,,False,
81805479,,,,,,False,
81805556,,,,,,False,
81805637,,,,,,False,
81805712,,,,,,False,
81805794,,,,,,False,
81805858,,,,,,False,
81805957,,,,,,False,
81806049,,,,,,False,
81806928,,,,,,False,
81807390,,,,,,False,
81807550,,,,,,False,
81807725,,,,,,False,
81807809,,,,,,False,
81807873,,,,,,False,
81807943,,,,,,False,
81808109,,,,,,False,
81808371,,,,,,False,
81808508,,,,,,False,
81808606,,,,,,False,
81808732,,,,,,False,
81808865,,,,,,False,
82376634,,,,,,False,
82377558,,,,,,False,
82378986,,,,,,False,
82379527,,,,,,False,
82464707,,,,,,False,
82474041,,,,,,False,
82481662,,,,,,False,
82482625,,,,,,False,
82483763,,,,,,False,
82495267,,,,,,False,
82497829,,,,,,False,
82528637,,,,,,False,
82529547,,,,,,False,
82530259,,,,,,False,
82531153,,,,,,False,
82533607,,,,,,False,
82534448,,,,,,False,
82545119,,,,,,False,
82545958,,,,,,False,
